Date Issued,Project ID,Project Name,Project Developer,Project Type,Protocol Version,ARB Eligible,CORSIA Qualified,Vintage,"Issuance 
Year",Total Credits Issued,Credits Issued to Project,Credits Issued to Buffer Pool,Credits Transferred to Buffer Pool,Project Site Location,Project Site State,Project Site Country,Methodology /Protocol Version,Verified Removal,Additional Certifications/SDGs,Verifier,Project Website,ACR Issuance Data,Updated 11-1-23,Total Credits Issued: ,233479712
2016-06-13,ACR226,Marshall County VAM Abatement Project,"NextEra Energy Marketing, LLC",Coal Mine Methane,2014-04-25 00:00:00,Yes,No,2015,2016,224038,224038,0,0,"Glen Easton, WV  26039",WEST VIRGINIA,US,ARB Compliance Offset Protocol: Mine Methane Capture Projects,,"09: Industry, Innovation and Infrastructure;13: Climate Action",Ruby Canyon Environment,,,,,
2016-06-14,ACR314,Wabashco Clean Sweep 8,"Wabashco, LLC",Ozone Depleting Substances,2014-11-14 00:00:00,Yes,No,2016,2016,111977,111977,0,0,Bowling Green,OHIO,US,ARB Compliance Offset Protocol: Destruction of U.S. Ozone Depleting Substances Banks,,"09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action",Ruby Canyon Environment,,,,,
2016-06-22,ACR200,Brush Creek,Steve Miller and Florence Miller Co-Trustees of the Edward Miller Trust,Forest Carbon,2011-10-20 00:00:00,Yes,No,2015,2016,65806,53171,12635,0,6 miles northeast of Point Arena CA,CALIFORNIA,US,ARB Compliance Offset Protocol: U.S. Forest Projects,,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,SCS Global Services (Scientific Certification Systems),,,,,
2016-07-05,ACR232,The Dry Creek Dairy Biofactory Project,"Camco Offsets I, LLC",Livestock Waste Management,2014-11-14 00:00:00,Yes,No,2015,2016,43254,43254,0,0,Hansen,IDAHO,US,ARB Compliance Offset Protocol: Capturing and Destroying Methane from Manure Management Systems,,"02: Zero Hunger;09: Industry, Innovation and Infrastructure;13: Climate Action",Analytical Environmental Services,,,,,
2016-07-13,ACR262,Bewley Ranches,Ross Bewley,Forest Carbon,2014-11-14 00:00:00,Yes,No,2015,2016,676069,546264,129805,0,Mendocino County,CALIFORNIA,US,ARB Compliance Offset Protocol: U.S. Forest Projects,,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,SCS Global Services (Scientific Certification Systems),,,,,
2016-08-01,ACR182,Hanes Ranch Forest Carbon Project,Hanes Ranch Inc.,Forest Carbon,2011-10-20 00:00:00,Yes,No,2015,2016,10051,8121,1930,0,Mendocino County,CALIFORNIA,US,ARB Compliance Offset Protocol: U.S. Forest Projects,,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,SCS Global Services (Scientific Certification Systems),,,,,
2016-08-01,ACR182,Hanes Ranch Forest Carbon Project,Hanes Ranch Inc.,Forest Carbon,2011-10-20 00:00:00,Yes,No,2014,2016,10051,8121,1930,0,Mendocino County,CALIFORNIA,US,ARB Compliance Offset Protocol: U.S. Forest Projects,,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,SCS Global Services (Scientific Certification Systems),,,,,
2016-08-12,ACR256,Finite Carbon - Tennessee River Gorge Trust IFM,Tennessee River Gorge Trust,Forest Carbon,2014-11-14 00:00:00,Yes,No,2016,2016,338024,272988,65036,0,The Tennessee River Gorge,TENNESSEE,US,ARB Compliance Offset Protocol: U.S. Forest Projects,,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,"S&A Carbon, LLC",,,,,
2016-08-15,ACR313,High Island Dairy,"Camco Offsets I, LLC",Livestock Waste Management,2014-11-14 00:00:00,Yes,No,2015,2016,21886,21886,0,0,Le Sueur,MINNESOTA,US,ARB Compliance Offset Protocol: Capturing and Destroying Methane from Manure Management Systems,,"02: Zero Hunger;09: Industry, Innovation and Infrastructure;13: Climate Action","Agri-Waste Technology, Inc.",,,,,
2016-08-18,ACR283,Rosendale Anaerobic Digester,"Camco Offsets I, LLC",Livestock Waste Management,2014-11-14 00:00:00,Yes,No,2015,2016,28911,28911,0,0,Pickett,WISCONSIN,US,ARB Compliance Offset Protocol: Capturing and Destroying Methane from Manure Management Systems,,"02: Zero Hunger;09: Industry, Innovation and Infrastructure;13: Climate Action","SES, Inc.",,,,,
2016-08-19,ACR223,Transformer Oil Reclamation Project,253,Industrial Process Emissions,Version 1.0,No,No,2013,2016,42685,42685,0,0,"2021 Steinway Blvd S.E, Canton, OH",OHIO,US,Reduction in Emissions from the Recycling of Transformer Oil,,"03: Good Health and Well-Being;09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action",SCS Global Services (Scientific Certification Systems),www.hydrodec.com,,,,
2016-08-19,ACR223,Transformer Oil Reclamation Project,253,Industrial Process Emissions,Version 1.0,No,No,2012,2016,40461,40461,0,0,"2021 Steinway Blvd S.E, Canton, OH",OHIO,US,Reduction in Emissions from the Recycling of Transformer Oil,,"03: Good Health and Well-Being;09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action",SCS Global Services (Scientific Certification Systems),www.hydrodec.com,,,,
2016-08-19,ACR223,Transformer Oil Reclamation Project,253,Industrial Process Emissions,Version 1.0,No,No,2011,2016,31063,31063,0,0,"2021 Steinway Blvd S.E, Canton, OH",OHIO,US,Reduction in Emissions from the Recycling of Transformer Oil,,"03: Good Health and Well-Being;09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action",SCS Global Services (Scientific Certification Systems),www.hydrodec.com,,,,
2016-08-19,ACR223,Transformer Oil Reclamation Project,253,Industrial Process Emissions,Version 1.0,No,No,2010,2016,36571,36571,0,0,"2021 Steinway Blvd S.E, Canton, OH",OHIO,US,Reduction in Emissions from the Recycling of Transformer Oil,,"03: Good Health and Well-Being;09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action",SCS Global Services (Scientific Certification Systems),www.hydrodec.com,,,,
2016-08-19,ACR223,Transformer Oil Reclamation Project,253,Industrial Process Emissions,Version 1.0,No,No,2009,2016,14655,14655,0,0,"2021 Steinway Blvd S.E, Canton, OH",OHIO,US,Reduction in Emissions from the Recycling of Transformer Oil,,"03: Good Health and Well-Being;09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action",SCS Global Services (Scientific Certification Systems),www.hydrodec.com,,,,
2016-08-19,ACR223,Transformer Oil Reclamation Project,253,Industrial Process Emissions,Version 1.0,No,No,2008,2016,319,319,0,0,"2021 Steinway Blvd S.E, Canton, OH",OHIO,US,Reduction in Emissions from the Recycling of Transformer Oil,,"03: Good Health and Well-Being;09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action",SCS Global Services (Scientific Certification Systems),www.hydrodec.com,,,,
2016-09-01,ACR248,Cumberland Forest Highlands IFM,The Nature Conservancy,Forest Carbon,2014-11-14 00:00:00,Yes,No,2016,2016,2952619,2384535,568084,0,"Wise, Dickenson, Russell, and Buchannan Counties",VIRGINIA,US,ARB Compliance Offset Protocol: U.S. Forest Projects,,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,"S&A Carbon, LLC",,,,,
2016-09-28,ACR190,Big Sky Dairy,"Camco Offsets I, LLC",Livestock Waste Management,2014-11-14 00:00:00,Yes,No,2015,2016,23610,23610,0,0,"Gooding, ID",IDAHO,US,ARB Compliance Offset Protocol: Capturing and Destroying Methane from Manure Management Systems,,"02: Zero Hunger;09: Industry, Innovation and Infrastructure;13: Climate Action","SES, Inc.",,,,,
2016-09-28,ACR234,Alliance Dairy,"3Degrees Group, Inc.",Livestock Waste Management,2014-11-14 00:00:00,Yes,No,2015,2016,12382,12382,0,0,Trenton,FLORIDA,US,ARB Compliance Offset Protocol: Capturing and Destroying Methane from Manure Management Systems,,"02: Zero Hunger;09: Industry, Innovation and Infrastructure;13: Climate Action","Agri-Waste Technology, Inc.",,,,,
2016-09-28,ACR350,Tradewater ODS 1,"Tradewater, LLC",Ozone Depleting Substances,2014-11-14 00:00:00,Yes,No,2016,2016,116741,116741,0,0,"El Dorado, AR",ARKANSAS,US,ARB Compliance Offset Protocol: Destruction of U.S. Ozone Depleting Substances Banks,,"09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action",Ruby Canyon Environment,,,,,
2016-09-30,ACR233,Double A Dairy,"Camco EAM, LLC",Livestock Waste Management,2014-11-14 00:00:00,Yes,No,2015,2016,60194,60194,0,0,Jerome,IDAHO,US,ARB Compliance Offset Protocol: Capturing and Destroying Methane from Manure Management Systems,,"02: Zero Hunger;09: Industry, Innovation and Infrastructure;13: Climate Action",Analytical Environmental Services,,,,,
2016-09-30,ACR343,Wabashco Clean Sweep 9,"Wabashco, LLC",Ozone Depleting Substances,2014-11-14 00:00:00,Yes,No,2016,2016,92236,92236,0,0,Bowling Green,OHIO,US,ARB Compliance Offset Protocol: Destruction of U.S. Ozone Depleting Substances Banks,,"09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action",SCS Global Services (Scientific Certification Systems),,,,,
2016-10-03,ACR249,Finite Carbon - Lyme Wyoming IFM,The Lyme Timber Company,Forest Carbon,2014-11-14 00:00:00,Yes,No,2015,2016,5296651,4277775,1018876,0,"Wyoming, McDowell, Mingo, Logan, and Raleigh Counties in West Virginia and Pike County in Kentucky",WEST VIRGINIA,US,ARB Compliance Offset Protocol: U.S. Forest Projects,,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,"Environmental Services, Inc.",,,,,
2016-10-05,ACR315,EOS ACR 315,EOS Climate Inc,Ozone Depleting Substances,2014-11-14 00:00:00,Yes,No,2016,2016,86839,86839,0,0,Bowling Green,OHIO,US,ARB Compliance Offset Protocol: Destruction of U.S. Ozone Depleting Substances Banks,,"09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action",Ruby Canyon Environment,www.eosclimate.com,,,,
2016-10-07,ACR265,Green Assets - Lukens Avoided Conversion Project,169,Forest Carbon,2014-11-14 00:00:00,Yes,No,2015,2016,59877,52146,7731,0,Lukens Island,NORTH CAROLINA,US,ARB Compliance Offset Protocol: U.S. Forest Projects,,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,"Environmental Services, Inc.",,,,,
2016-10-07,ACR316,EOS ACR 316,EOS Climate Inc,Ozone Depleting Substances,2014-11-14 00:00:00,Yes,No,2016,2016,104897,104897,0,0,El Dorado,ARKANSAS,US,ARB Compliance Offset Protocol: Destruction of U.S. Ozone Depleting Substances Banks,,"09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action",Ruby Canyon Environment,www.eosclimate.com,,,,
2016-11-02,ACR241,Gardeau Crest Dairy,"Camco Offsets I, LLC",Livestock Waste Management,2014-11-14 00:00:00,Yes,No,2015,2016,14179,14179,0,0,"4326 Middle Reservation Road, Perry, NY 14530",NEW YORK,US,ARB Compliance Offset Protocol: Capturing and Destroying Methane from Manure Management Systems,,"02: Zero Hunger;09: Industry, Innovation and Infrastructure;13: Climate Action",Analytical Environmental Services,,,,,
2016-11-03,ACR354,Tradewater ODS2,"Tradewater, LLC",Ozone Depleting Substances,2014-11-14 00:00:00,Yes,No,2016,2016,103357,103357,0,0,El Dorado,ARKANSAS,US,ARB Compliance Offset Protocol: Destruction of U.S. Ozone Depleting Substances Banks,,"09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action",Ruby Canyon Environment,,,,,
2016-11-07,ACR343,Wabashco Clean Sweep 9,"Wabashco, LLC",Ozone Depleting Substances,2014-11-14 00:00:00,Yes,No,2016,2016,1062,1062,0,0,Bowling Green,OHIO,US,ARB Compliance Offset Protocol: Destruction of U.S. Ozone Depleting Substances Banks,,"09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action",SCS Global Services (Scientific Certification Systems),,,,,
2016-11-08,ACR351,EOS ACR 351,EOS Climate Inc,Ozone Depleting Substances,2014-11-14 00:00:00,Yes,No,2016,2016,28562,28562,0,0,El Dorado,ARKANSAS,US,ARB Compliance Offset Protocol: Destruction of U.S. Ozone Depleting Substances Banks,,"09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action","SES, Inc.",www.eosclimate.com,,,,
2016-11-17,ACR238,Willet Dairy,"Camco Offsets I, LLC",Livestock Waste Management,2014-11-14 00:00:00,Yes,No,2015,2016,17350,17350,0,0,King Ferry,NEW YORK,US,ARB Compliance Offset Protocol: Capturing and Destroying Methane from Manure Management Systems,,"02: Zero Hunger;09: Industry, Innovation and Infrastructure;13: Climate Action",Analytical Environmental Services,,,,,
2016-11-21,ACR266,Green Assets - Milbury Avoided Conversion Project,169,Forest Carbon,2014-11-14 00:00:00,Yes,No,2015,2016,138951,124306,14645,0,Allendale,SOUTH CAROLINA,US,ARB Compliance Offset Protocol: U.S. Forest Projects,,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,"Environmental Services, Inc.",,,,,
2016-11-22,ACR126,Seneca Meadows LFG,Seneca Meadows,Landfill Gas Capture & Combustion,Version 1.0,No,No,2014,2016,170701,170701,0,0,Waterloo,NEW YORK,US,Offset Project Methodology for Landfill Methane Collection and Combustion,,"09: Industry, Innovation and Infrastructure;11: Sustainable Cities and Communities;13: Climate Action","First Environment, Inc.",,,,,
2016-11-23,ACR202,Blue Source- Goodman Improved Forest Management Project,Blue Source,Forest Carbon,2011-10-20 00:00:00,Yes,No,2016,2016,28750,23388,5362,0,"Forest, Florence, and Marienette Counties in Wisconsin",WISCONSIN,US,ARB Compliance Offset Protocol: U.S. Forest Projects,,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,Ruby Canyon Environment,,,,,
2016-11-23,ACR202,Blue Source- Goodman Improved Forest Management Project,Blue Source,Forest Carbon,2011-10-20 00:00:00,Yes,No,2015,2016,18818,15308,3510,0,"Forest, Florence, and Marienette Counties in Wisconsin",WISCONSIN,US,ARB Compliance Offset Protocol: U.S. Forest Projects,,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,Ruby Canyon Environment,,,,,
2016-11-23,ACR243,Elk Creek Coal Mine Methane Destruction & Utilization Project,Vessels Carbon Solutions,Coal Mine Methane,2014-04-25 00:00:00,Yes,No,2015,2016,266263,266263,0,0,Somerset,COLORADO,US,ARB Compliance Offset Protocol: Mine Methane Capture Projects,,"09: Industry, Innovation and Infrastructure;13: Climate Action",SCS Engineers,,,,,
2016-11-30,ACR173,Round Valley Indian Tribes Improved Forest Management Project,Round Valley Indian Tribes,Forest Carbon,2011-10-20 00:00:00,Yes,No,2015,2016,45066,38711,6355,0,Mendocino County,CALIFORNIA,US,ARB Compliance Offset Protocol: U.S. Forest Projects,,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,SCS Global Services (Scientific Certification Systems),,,,,
2016-11-30,ACR173,Round Valley Indian Tribes Improved Forest Management Project,Round Valley Indian Tribes,Forest Carbon,2011-10-20 00:00:00,Yes,No,2014,2016,8356,7177,1179,0,Mendocino County,CALIFORNIA,US,ARB Compliance Offset Protocol: U.S. Forest Projects,,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,SCS Global Services (Scientific Certification Systems),,,,,
2016-12-01,ACR235,"Synergy Biogas, LLC","Camco EAM, LLC",Livestock Waste Management,2014-11-14 00:00:00,Yes,No,2015,2016,6904,6904,0,0,Wyoming,NEW YORK,US,ARB Compliance Offset Protocol: Capturing and Destroying Methane from Manure Management Systems,,"02: Zero Hunger;09: Industry, Innovation and Infrastructure;13: Climate Action",Analytical Environmental Services,,,,,
2016-12-02,ACR126,Seneca Meadows LFG,Seneca Meadows,Landfill Gas Capture & Combustion,Version 1.0,No,No,2014,2016,18967,18967,0,0,Waterloo,NEW YORK,US,Offset Project Methodology for Landfill Methane Collection and Combustion,,"09: Industry, Innovation and Infrastructure;11: Sustainable Cities and Communities;13: Climate Action","First Environment, Inc.",,,,,
2016-12-08,ACR352,EOS ACR 352,EOS Climate Inc,Ozone Depleting Substances,2014-11-14 00:00:00,Yes,No,2016,2016,68637,68637,0,0,El Dorado,ARKANSAS,US,ARB Compliance Offset Protocol: Destruction of U.S. Ozone Depleting Substances Banks,,"09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action","SES, Inc.",www.eosclimate.com,,,,
2016-12-14,ACR255,Finite Carbon - Colville IFM,Confederated Tribes of the colville Reservation,Forest Carbon,2014-11-14 00:00:00,Yes,No,2016,2016,13453750,11559462,1894288,0,Nespelem,WASHINGTON,US,ARB Compliance Offset Protocol: U.S. Forest Projects,,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,SCS Global Services (Scientific Certification Systems),,,,,
2017-01-04,ACR199,Finite Carbon - The Forestland Group CT Lakes,Bluesource Sustainable Forests Company,Forest Carbon,2011-10-20 00:00:00,Yes,No,2016,2017,301296,243447,57849,0,Coos County,NEW HAMPSHIRE,US,ARB Compliance Offset Protocol: U.S. Forest Projects,,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,"S&A Carbon, LLC",,,,,
2017-01-04,ACR199,Finite Carbon - The Forestland Group CT Lakes,Bluesource Sustainable Forests Company,Forest Carbon,2011-10-20 00:00:00,Yes,No,2015,2017,121463,98142,23321,0,Coos County,NEW HAMPSHIRE,US,ARB Compliance Offset Protocol: U.S. Forest Projects,,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,"S&A Carbon, LLC",,,,,
2017-01-06,ACR257,Finite Carbon - Cook's Branch Conservancy IFM,"Conservancy Management, LLC.",Forest Carbon,2014-11-14 00:00:00,Yes,No,2015,2017,217618,179418,38200,0,Montgomery County,TEXAS,US,ARB Compliance Offset Protocol: U.S. Forest Projects,,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,"S&A Carbon, LLC",,,,,
2017-01-12,ACR359,Tradewater ODS 3,"Tradewater, LLC",Ozone Depleting Substances,2014-11-14 00:00:00,Yes,No,2016,2017,97813,97813,0,0,El Dorado,ARKANSAS,US,ARB Compliance Offset Protocol: Destruction of U.S. Ozone Depleting Substances Banks,,"09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action",Ruby Canyon Environment,,,,,
2017-02-03,ACR239,"Edaleen Cow Power, LLC","Camco Offsets I, LLC",Livestock Waste Management,2014-11-14 00:00:00,Yes,No,2016,2017,8392,8392,0,0,Lynden,WASHINGTON,US,ARB Compliance Offset Protocol: Capturing and Destroying Methane from Manure Management Systems,,"02: Zero Hunger;09: Industry, Innovation and Infrastructure;13: Climate Action","Agri-Waste Technology, Inc.",,,,,
2017-02-14,ACR265,Green Assets - Lukens Avoided Conversion Project,169,Forest Carbon,2014-11-14 00:00:00,Yes,No,2016,2017,165916,147442,18474,0,Lukens Island,NORTH CAROLINA,US,ARB Compliance Offset Protocol: U.S. Forest Projects,,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,"Environmental Services, Inc.",,,,,
2017-02-22,ACR356,EOS ACR 356,EOS Climate Inc,Ozone Depleting Substances,2014-11-14 00:00:00,Yes,No,2016,2017,110720,110720,0,0,El Dorado,ARKANSAS,US,ARB Compliance Offset Protocol: Destruction of U.S. Ozone Depleting Substances Banks,,"09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action","SES, Inc.",www.eosclimate.com,,,,
2017-02-24,ACR342,Baker Mine AMM,"Wabashco, LLC",Coal Mine Methane,2014-04-25 00:00:00,Yes,No,2016,2017,2236,2236,0,0,1919 KY 132,KENTUCKY,US,ARB Compliance Offset Protocol: Mine Methane Capture Projects,,"09: Industry, Innovation and Infrastructure;13: Climate Action",Ruby Canyon Environment,,,,,
2017-03-02,ACR259,Homestead Green Energy,"3Degrees Group, Inc.",Livestock Waste Management,2014-11-14 00:00:00,Yes,No,2016,2017,11533,11533,0,0,"Plymouth, Indiana",INDIANA,US,ARB Compliance Offset Protocol: Capturing and Destroying Methane from Manure Management Systems,,"02: Zero Hunger;09: Industry, Innovation and Infrastructure;13: Climate Action","SES, Inc.",,,,,
2017-03-03,ACR211,White Mountain Apache Tribe Forest Carbon Project,White Mountain Apache Tribe,Forest Carbon,2011-10-20 00:00:00,Yes,No,2016,2017,80677,69317,11360,0,White River,ARIZONA,US,ARB Compliance Offset Protocol: U.S. Forest Projects,,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,"S&A Carbon, LLC",,,,,
2017-03-03,ACR211,White Mountain Apache Tribe Forest Carbon Project,White Mountain Apache Tribe,Forest Carbon,2011-10-20 00:00:00,Yes,No,2015,2017,207505,178288,29217,0,White River,ARIZONA,US,ARB Compliance Offset Protocol: U.S. Forest Projects,,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,"S&A Carbon, LLC",,,,,
2017-03-10,ACR288,Camp Shelby Forest Carbon Project,280,Forest Carbon,2014-11-14 00:00:00,Yes,No,2016,2017,21853,19151,2702,0,Forrest and Perry Counties,MISSISSIPPI,US,ARB Compliance Offset Protocol: U.S. Forest Projects,,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,"Environmental Services, Inc.",,,,,
2017-03-10,ACR363,Tradewater ODS 4,"Tradewater, LLC",Ozone Depleting Substances,2014-11-14 00:00:00,Yes,No,2017,2017,91819,91819,0,0,"El Dorado, AR",ILLINOIS,US,ARB Compliance Offset Protocol: Destruction of U.S. Ozone Depleting Substances Banks,,"09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action",Ruby Canyon Environment,,,,,
2017-03-20,ACR282,Blue Creek,282,Forest Carbon,2014-11-14 00:00:00,Yes,No,2016,2017,530738,428644,102094,0,"Humboldt and Del Norte County, California",CALIFORNIA,US,ARB Compliance Offset Protocol: U.S. Forest Projects,,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,"S&A Carbon, LLC",,,,,
2017-03-22,ACR357,EOS ACR 357,EOS Climate Inc,Ozone Depleting Substances,2014-11-14 00:00:00,Yes,No,2017,2017,84131,84131,0,0,El Dorado,ARKANSAS,US,ARB Compliance Offset Protocol: Destruction of U.S. Ozone Depleting Substances Banks,,"09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action","SES, Inc.",www.eosclimate.com,,,,
2017-03-27,ACR349,Kettle Butte Digester,"3Degrees Group, Inc.",Livestock Waste Management,2014-11-14 00:00:00,Yes,No,2016,2017,19666,19666,0,0,Roberts,IDAHO,US,ARB Compliance Offset Protocol: Capturing and Destroying Methane from Manure Management Systems,,"02: Zero Hunger;09: Industry, Innovation and Infrastructure;13: Climate Action","Agri-Waste Technology, Inc.",,,,,
2017-03-29,ACR235,"Synergy Biogas, LLC","Camco EAM, LLC",Livestock Waste Management,2014-11-14 00:00:00,Yes,No,2016,2017,8081,8081,0,0,Wyoming,NEW YORK,US,ARB Compliance Offset Protocol: Capturing and Destroying Methane from Manure Management Systems,,"02: Zero Hunger;09: Industry, Innovation and Infrastructure;13: Climate Action","SES, Inc.",,,,,
2017-03-31,ACR283,Rosendale Anaerobic Digester,"Camco Offsets I, LLC",Livestock Waste Management,2014-11-14 00:00:00,Yes,No,2016,2017,36380,36380,0,0,Pickett,WISCONSIN,US,ARB Compliance Offset Protocol: Capturing and Destroying Methane from Manure Management Systems,,"02: Zero Hunger;09: Industry, Innovation and Infrastructure;13: Climate Action","Agri-Waste Technology, Inc.",,,,,
2017-04-03,ACR266,Green Assets - Milbury Avoided Conversion Project,169,Forest Carbon,2014-11-14 00:00:00,Yes,No,2016,2017,353765,316480,37285,0,Allendale,SOUTH CAROLINA,US,ARB Compliance Offset Protocol: U.S. Forest Projects,,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,"Environmental Services, Inc.",,,,,
2017-04-06,ACR234,Alliance Dairy,"3Degrees Group, Inc.",Livestock Waste Management,2014-11-14 00:00:00,Yes,No,2016,2017,14787,14787,0,0,Trenton,FLORIDA,US,ARB Compliance Offset Protocol: Capturing and Destroying Methane from Manure Management Systems,,"02: Zero Hunger;09: Industry, Innovation and Infrastructure;13: Climate Action",GHD Limited,,,,,
2017-05-03,ACR233,Double A Dairy,"Camco EAM, LLC",Livestock Waste Management,2014-11-14 00:00:00,Yes,No,2016,2017,54602,54602,0,0,Jerome,IDAHO,US,ARB Compliance Offset Protocol: Capturing and Destroying Methane from Manure Management Systems,,"02: Zero Hunger;09: Industry, Innovation and Infrastructure;13: Climate Action",GHD Limited,,,,,
2017-05-03,ACR292,Congaree River,Congaree River LLC,Forest Carbon,2014-11-14 00:00:00,Yes,No,2016,2017,117216,94711,22505,0,Coastal Mendocino County,CALIFORNIA,US,ARB Compliance Offset Protocol: U.S. Forest Projects,,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,SCS Global Services (Scientific Certification Systems),,,,,
2017-05-05,ACR210,Huron Mountain Club Forest Carbon Project,Huron Mountain Club,Forest Carbon,2011-10-20 00:00:00,Yes,No,2017,2017,1342730,1099667,243063,0,"Marquette County, Michigan",MICHIGAN,US,ARB Compliance Offset Protocol: U.S. Forest Projects,,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,"Environmental Services, Inc.",,,,,
2017-05-05,ACR274,Green Diamond Resource Company Klamath West IFM,277,Forest Carbon,2014-11-14 00:00:00,Yes,No,2017,2017,77120,63128,13992,0,Proximity of Klamath Falls,OREGON,US,ARB Compliance Offset Protocol: U.S. Forest Projects,,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,"S&A Carbon, LLC",,,,,
2017-05-05,ACR370,Tradewater ODS 5,"Tradewater, LLC",Ozone Depleting Substances,2014-11-14 00:00:00,Yes,No,2017,2017,121455,121455,0,0,El Dorado,ARKANSAS,US,ARB Compliance Offset Protocol: Destruction of U.S. Ozone Depleting Substances Banks,,"09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action",Ruby Canyon Environment,,,,,
2017-05-17,ACR241,Gardeau Crest Dairy,"Camco Offsets I, LLC",Livestock Waste Management,2014-11-14 00:00:00,Yes,No,2016,2017,14760,14760,0,0,"4326 Middle Reservation Road, Perry, NY 14530",NEW YORK,US,ARB Compliance Offset Protocol: Capturing and Destroying Methane from Manure Management Systems,,"02: Zero Hunger;09: Industry, Innovation and Infrastructure;13: Climate Action","SES, Inc.",,,,,
2017-05-26,ACR238,Willet Dairy,"Camco Offsets I, LLC",Livestock Waste Management,2014-11-14 00:00:00,Yes,No,2016,2017,15159,15159,0,0,King Ferry,NEW YORK,US,ARB Compliance Offset Protocol: Capturing and Destroying Methane from Manure Management Systems,,"02: Zero Hunger;09: Industry, Innovation and Infrastructure;13: Climate Action","SES, Inc.",,,,,
2017-05-26,ACR247,Finite Carbon - The Forestland Group Chateaugay Woodlands IFM,Bluesource Sustainable Forests Company,Forest Carbon,2014-11-14 00:00:00,Yes,No,2016,2017,801405,647214,154191,0,Owls Head,NEW YORK,US,ARB Compliance Offset Protocol: U.S. Forest Projects,,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,SCS Global Services (Scientific Certification Systems),,,,,
2017-05-31,ACR114,GreenTrees ACRE (Advanced Carbon Restored Ecosystem),"GreenTrees, LLC",Forest Carbon,Version 1.0,No,No,2015,2017,1054928,1054928,0,216260,Mississippi Alluvial Valley,ARKANSAS,US,Afforestation and Reforestation of Degraded Lands,Yes,"03: Good Health and Well-Being;06: Clean Water and Sanitation;09: Industry, Innovation and Infrastructure;13: Climate Action;15: Life on Land","Environmental Services, Inc.",www.green-trees.com,,,,
2017-06-05,ACR232,The Dry Creek Dairy Biofactory Project,"Camco Offsets I, LLC",Livestock Waste Management,2014-11-14 00:00:00,Yes,No,2016,2017,50088,50088,0,0,Hansen,IDAHO,US,ARB Compliance Offset Protocol: Capturing and Destroying Methane from Manure Management Systems,,"02: Zero Hunger;09: Industry, Innovation and Infrastructure;13: Climate Action",GHD Limited,,,,,
