Date Issued,Project ID,Project Name,Project Developer,Project Type,Protocol Version,ARB Eligible,CORSIA Qualified,Vintage,"Issuance 
Year",Total Credits Issued,Credits Issued to Project,Credits Issued to Buffer Pool,Credits Transferred to Buffer Pool,Project Site Location,Project Site State,Project Site Country,Methodology /Protocol Version,Verified Removal,Additional Certifications/SDGs,Verifier,Project Website,ACR Issuance Data,Updated 11-1-23,Total Credits Issued: ,233479712
2023-04-25,ACR637,ILTF/NICC & SIG  Keweenaw Bay Indian Community Forest Carbon Project,737,Forest Carbon,Version 1.3,No,No,2021,2023,16659,16659,0,0,"Baraga, MI",MICHIGAN,US,Improved Forest Management (IFM) on Non-Federal U.S. Forestlands,Yes,"03: Good Health and Well-Being;06: Clean Water and Sanitation;09: Industry, Innovation and Infrastructure;13: Climate Action;15: Life on Land",Ruby Canyon Environment,,,,,
2023-04-25,ACR637,ILTF/NICC & SIG  Keweenaw Bay Indian Community Forest Carbon Project,737,Forest Carbon,Version 1.3,No,No,2021,2023,49459,38880,10579,0,"Baraga, MI",MICHIGAN,US,Improved Forest Management (IFM) on Non-Federal U.S. Forestlands,,"03: Good Health and Well-Being;06: Clean Water and Sanitation;09: Industry, Innovation and Infrastructure;13: Climate Action;15: Life on Land",Ruby Canyon Environment,,,,,
2023-04-28,ACR651,CH4 - BWM Carbon Capture Project 1,CH4 Solutions LLC,Coal Mine Methane,2014-04-25 00:00:00,Yes,No,2022,2023,29277,29277,0,0,Tuscaloosa County,ALABAMA,US,ARB Compliance Offset Protocol: Mine Methane Capture Projects,,"09: Industry, Innovation and Infrastructure;13: Climate Action","First Environment of California, Inc.",,,,,
2023-04-28,ACR736,Tradewater US - ODS - #1,"Tradewater, LLC",Ozone Depleting Substances,Version 2.0,No,No,2022,2023,4070,4070,0,0,East Liverpool,OHIO,US,Destruction of Ozone Depleting Substances (ODS) and High-Global Warming Potential (GWP) Foam,,"03: Good Health and Well-Being;09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action;14: Life Below Water;15: Life on Land",Ruby Canyon Environment,,,,,
2023-05-01,ACR607,Deep Mine 26 Abandoned Mine Methane Recovery Project,Keyrock Environment LLC,Coal Mine Methane,2014-04-25 00:00:00,Yes,No,2022,2023,28722,28722,0,0,Clintwood,VIRGINIA,US,ARB Compliance Offset Protocol: Mine Methane Capture Projects,,"09: Industry, Innovation and Infrastructure;13: Climate Action","SES, Inc.",,,,,
2023-05-02,ACR544,Hubbard Creek Coal Gas Incineration Project,Hubbard Creek Coal Gas LLC,Coal Mine Methane,2014-04-25 00:00:00,Yes,No,2023,2023,57053,57053,0,0,Somerset,COLORADO,US,ARB Compliance Offset Protocol: Mine Methane Capture Projects,,"09: Industry, Innovation and Infrastructure;13: Climate Action",Dillon Consulting Limited,none,,,,
2023-05-02,ACR673,Anew - Two-Hearted Forestry Project,Blue Source,Forest Carbon,Version 1.3,No,No,2021,2023,8007,8007,0,8957,"Luce and Marquette Counties, Michigan",MICHIGAN,US,Improved Forest Management (IFM) on Non-Federal U.S. Forestlands,,"03: Good Health and Well-Being;06: Clean Water and Sanitation;09: Industry, Innovation and Infrastructure;13: Climate Action;15: Life on Land",SCS Global Services (Scientific Certification Systems),,,,,
2023-05-02,ACR673,Anew - Two-Hearted Forestry Project,Blue Source,Forest Carbon,Version 1.3,No,No,2021,2023,41754,41754,0,0,"Luce and Marquette Counties, Michigan",MICHIGAN,US,Improved Forest Management (IFM) on Non-Federal U.S. Forestlands,Yes,"03: Good Health and Well-Being;06: Clean Water and Sanitation;09: Industry, Innovation and Infrastructure;13: Climate Action;15: Life on Land",SCS Global Services (Scientific Certification Systems),,,,,
2023-05-02,ACR673,Anew - Two-Hearted Forestry Project,Blue Source,Forest Carbon,Version 1.3,No,No,2020,2023,55978,55978,0,0,"Luce and Marquette Counties, Michigan",MICHIGAN,US,Improved Forest Management (IFM) on Non-Federal U.S. Forestlands,Yes,"03: Good Health and Well-Being;06: Clean Water and Sanitation;09: Industry, Innovation and Infrastructure;13: Climate Action;15: Life on Land",SCS Global Services (Scientific Certification Systems),,,,,
2023-05-02,ACR673,Anew - Two-Hearted Forestry Project,Blue Source,Forest Carbon,Version 1.3,No,No,2020,2023,10734,10734,0,12008,"Luce and Marquette Counties, Michigan",MICHIGAN,US,Improved Forest Management (IFM) on Non-Federal U.S. Forestlands,,"03: Good Health and Well-Being;06: Clean Water and Sanitation;09: Industry, Innovation and Infrastructure;13: Climate Action;15: Life on Land",SCS Global Services (Scientific Certification Systems),,,,,
2023-05-02,ACR673,Anew - Two-Hearted Forestry Project,Blue Source,Forest Carbon,Version 1.3,No,No,2019,2023,4869,4869,0,5447,"Luce and Marquette Counties, Michigan",MICHIGAN,US,Improved Forest Management (IFM) on Non-Federal U.S. Forestlands,,"03: Good Health and Well-Being;06: Clean Water and Sanitation;09: Industry, Innovation and Infrastructure;13: Climate Action;15: Life on Land",SCS Global Services (Scientific Certification Systems),,,,,
2023-05-02,ACR673,Anew - Two-Hearted Forestry Project,Blue Source,Forest Carbon,Version 1.3,No,No,2019,2023,25389,25389,0,0,"Luce and Marquette Counties, Michigan",MICHIGAN,US,Improved Forest Management (IFM) on Non-Federal U.S. Forestlands,Yes,"03: Good Health and Well-Being;06: Clean Water and Sanitation;09: Industry, Innovation and Infrastructure;13: Climate Action;15: Life on Land",SCS Global Services (Scientific Certification Systems),,,,,
2023-05-02,ACR733,Scott River Whiskey IFM Project,"EFM Investments & Advisory, Inc.",Forest Carbon,Version 1.3,No,No,2022,2023,13695,13695,0,0,Etna,CALIFORNIA,US,Improved Forest Management (IFM) on Non-Federal U.S. Forestlands,Yes,"03: Good Health and Well-Being;06: Clean Water and Sanitation;09: Industry, Innovation and Infrastructure;13: Climate Action;15: Life on Land","S&A Carbon, LLC",www.efmi.com,,,,
2023-05-02,ACR733,Scott River Whiskey IFM Project,"EFM Investments & Advisory, Inc.",Forest Carbon,Version 1.3,No,No,2022,2023,9356,4285,5071,0,Etna,CALIFORNIA,US,Improved Forest Management (IFM) on Non-Federal U.S. Forestlands,,"03: Good Health and Well-Being;06: Clean Water and Sanitation;09: Industry, Innovation and Infrastructure;13: Climate Action;15: Life on Land","S&A Carbon, LLC",www.efmi.com,,,,
2023-05-02,ACR733,Scott River Whiskey IFM Project,"EFM Investments & Advisory, Inc.",Forest Carbon,Version 1.3,No,No,2021,2023,31652,31652,0,0,Etna,CALIFORNIA,US,Improved Forest Management (IFM) on Non-Federal U.S. Forestlands,Yes,"03: Good Health and Well-Being;06: Clean Water and Sanitation;09: Industry, Innovation and Infrastructure;13: Climate Action;15: Life on Land","S&A Carbon, LLC",www.efmi.com,,,,
2023-05-02,ACR733,Scott River Whiskey IFM Project,"EFM Investments & Advisory, Inc.",Forest Carbon,Version 1.3,No,No,2021,2023,21621,9900,11721,0,Etna,CALIFORNIA,US,Improved Forest Management (IFM) on Non-Federal U.S. Forestlands,,"03: Good Health and Well-Being;06: Clean Water and Sanitation;09: Industry, Innovation and Infrastructure;13: Climate Action;15: Life on Land","S&A Carbon, LLC",www.efmi.com,,,,
2023-05-02,ACR758,Tradewater US - ODS - #2,"Tradewater, LLC",Ozone Depleting Substances,Version 2.0,No,No,2022,2023,3342,3342,0,0,East Liverpool,OHIO,US,Destruction of Ozone Depleting Substances (ODS) and High-Global Warming Potential (GWP) Foam,,"03: Good Health and Well-Being;09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action;14: Life Below Water;15: Life on Land",Ruby Canyon Environment,,,,,
2023-05-04,ACR628,Wolf Lands Forest Carbon Project,334,Forest Carbon,Version 1.3,No,No,2021,2023,23883,19147,4736,0,"Ontonagon, Richland, Lake and St. Louis Counties",MICHIGAN,US,Improved Forest Management (IFM) on Non-Federal U.S. Forestlands,,"03: Good Health and Well-Being;06: Clean Water and Sanitation;08: Decent Work and Economic Growth;09: Industry, Innovation and Infrastructure;11: Sustainable Cities and Communities;13: Climate Action;14: Life Below Water;15: Life on Land","Aster Global Environmental Solutions, Inc.",,,,,
2023-05-04,ACR628,Wolf Lands Forest Carbon Project,334,Forest Carbon,Version 1.3,No,No,2021,2023,2427,2427,0,0,"Ontonagon, Richland, Lake and St. Louis Counties",MICHIGAN,US,Improved Forest Management (IFM) on Non-Federal U.S. Forestlands,Yes,"03: Good Health and Well-Being;06: Clean Water and Sanitation;08: Decent Work and Economic Growth;09: Industry, Innovation and Infrastructure;11: Sustainable Cities and Communities;13: Climate Action;14: Life Below Water;15: Life on Land","Aster Global Environmental Solutions, Inc.",,,,,
2023-05-04,ACR628,Wolf Lands Forest Carbon Project,334,Forest Carbon,Version 1.3,No,Yes,2020,2023,38967,31240,7727,0,"Ontonagon, Richland, Lake and St. Louis Counties",MICHIGAN,US,Improved Forest Management (IFM) on Non-Federal U.S. Forestlands,,"03: Good Health and Well-Being;06: Clean Water and Sanitation;08: Decent Work and Economic Growth;09: Industry, Innovation and Infrastructure;11: Sustainable Cities and Communities;13: Climate Action;14: Life Below Water;15: Life on Land","Aster Global Environmental Solutions, Inc.",,,,,
2023-05-04,ACR628,Wolf Lands Forest Carbon Project,334,Forest Carbon,Version 1.3,No,Yes,2020,2023,3960,3960,0,0,"Ontonagon, Richland, Lake and St. Louis Counties",MICHIGAN,US,Improved Forest Management (IFM) on Non-Federal U.S. Forestlands,Yes,"03: Good Health and Well-Being;06: Clean Water and Sanitation;08: Decent Work and Economic Growth;09: Industry, Innovation and Infrastructure;11: Sustainable Cities and Communities;13: Climate Action;14: Life Below Water;15: Life on Land","Aster Global Environmental Solutions, Inc.",,,,,
2023-05-05,ACR280,Blue Source - Marmet Improved Forest Management Project,Blue Source,Forest Carbon,2014-11-14 00:00:00,Yes,No,2022,2023,49597,40056,9541,0,Logan,WEST VIRGINIA,US,ARB Compliance Offset Protocol: U.S. Forest Projects,,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,Ruby Canyon Environment,,,,,
2023-05-09,ACR823,A-Gas South Korea 1,A-Gas US Inc.,Ozone Depleting Substances,Version 1.0,No,No,2022,2023,88945,88945,0,0,Bowling Green,OHIO,US,Destruction of Ozone Depleting Substances (ODS) from International Sources,,"03: Good Health and Well-Being;06: Clean Water and Sanitation;09: Industry, Innovation and Infrastructure;11: Sustainable Cities and Communities;12: Responsible Consumption and Production;13: Climate Action;14: Life Below Water;15: Life on Land",Ruby Canyon Environment,https://www.agas.com/,,,,
2023-05-11,ACR276,Blue Source - Allegheny Improved Forest Management Project,Blue Source,Forest Carbon,2014-11-14 00:00:00,Yes,No,2022,2023,90919,73429,17490,0,Horner,WEST VIRGINIA,US,ARB Compliance Offset Protocol: U.S. Forest Projects,,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,Ruby Canyon Environment,,,,,
2023-05-11,ACR292,Congaree River,Congaree River LLC,Forest Carbon,2014-11-14 00:00:00,Yes,No,2022,2023,17117,13824,3293,0,Coastal Mendocino County,CALIFORNIA,US,ARB Compliance Offset Protocol: U.S. Forest Projects,,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,"S&A Carbon, LLC",,,,,
2023-05-11,ACR660,Whirlpool HFO Ramos 660,328,Industrial Process Emissions,Version 3.0,No,Yes,2019,2023,1372156,1372156,0,0,"Blvd. Omega #2150, Parque Industrial Santa Maria, 25903 Ramos Arizpe, Coah.,",COAHUILA,MX,Transition to Advanced Formulation Blowing Agents in Foam Manufacturing and Use,,"03: Good Health and Well-Being;06: Clean Water and Sanitation;09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action","First Environment, Inc.",https://www.whirlpool.com/,,,,
2023-05-17,ACR597,Tradewater Halon,"Tradewater, LLC",Ozone Depleting Substances,Version 2.0,No,No,2021,2023,2320,2320,0,0,East Liverpool,OHIO,US,Destruction of Ozone Depleting Substances (ODS) and High-Global Warming Potential (GWP) Foam,,"03: Good Health and Well-Being;09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action;14: Life Below Water;15: Life on Land",Ruby Canyon Environment,,,,,
2023-05-17,ACR653,Anew - Canada Creek Forestry Project,Blue Source,Forest Carbon,Version 1.3,No,No,2022,2023,9056,9056,0,2829,"Montmorency County, MI",MICHIGAN,US,Improved Forest Management (IFM) on Non-Federal U.S. Forestlands,,"03: Good Health and Well-Being;06: Clean Water and Sanitation;09: Industry, Innovation and Infrastructure;13: Climate Action;15: Life on Land",SCS Global Services (Scientific Certification Systems),,,,,
2023-05-17,ACR653,Anew - Canada Creek Forestry Project,Blue Source,Forest Carbon,Version 1.3,No,No,2022,2023,6659,6659,0,0,"Montmorency County, MI",MICHIGAN,US,Improved Forest Management (IFM) on Non-Federal U.S. Forestlands,Yes,"03: Good Health and Well-Being;06: Clean Water and Sanitation;09: Industry, Innovation and Infrastructure;13: Climate Action;15: Life on Land",SCS Global Services (Scientific Certification Systems),,,,,
2023-05-17,ACR653,Anew - Canada Creek Forestry Project,Blue Source,Forest Carbon,Version 1.3,No,No,2021,2023,12943,12943,0,0,"Montmorency County, MI",MICHIGAN,US,Improved Forest Management (IFM) on Non-Federal U.S. Forestlands,Yes,"03: Good Health and Well-Being;06: Clean Water and Sanitation;09: Industry, Innovation and Infrastructure;13: Climate Action;15: Life on Land",SCS Global Services (Scientific Certification Systems),,,,,
2023-05-17,ACR653,Anew - Canada Creek Forestry Project,Blue Source,Forest Carbon,Version 1.3,No,No,2021,2023,17599,17599,0,5498,"Montmorency County, MI",MICHIGAN,US,Improved Forest Management (IFM) on Non-Federal U.S. Forestlands,,"03: Good Health and Well-Being;06: Clean Water and Sanitation;09: Industry, Innovation and Infrastructure;13: Climate Action;15: Life on Land",SCS Global Services (Scientific Certification Systems),,,,,
2023-05-19,ACR731,Perennial CMM CMB7-1 Flare Project,Perennial CMM LLC,Coal Mine Methane,2014-04-25 00:00:00,Yes,No,2023,2023,63520,63520,0,0,"Waynesburg, pa",PENNSYLVANIA,US,ARB Compliance Offset Protocol: Mine Methane Capture Projects,,"09: Industry, Innovation and Infrastructure;13: Climate Action","Agri-Waste Technology, Inc.",www.Perennialcmm.com,,,,
2023-05-19,ACR734,Scott River Wildcat IFM Project,"EFM Investments & Advisory, Inc.",Forest Carbon,Version 1.3,No,No,2022,2023,2680,924,1756,0,Etna,CALIFORNIA,US,Improved Forest Management (IFM) on Non-Federal U.S. Forestlands,,"03: Good Health and Well-Being;06: Clean Water and Sanitation;09: Industry, Innovation and Infrastructure;13: Climate Action;15: Life on Land","S&A Carbon, LLC",www.efmi.com,,,,
2023-05-19,ACR734,Scott River Wildcat IFM Project,"EFM Investments & Advisory, Inc.",Forest Carbon,Version 1.3,No,No,2022,2023,5302,5302,0,0,Etna,CALIFORNIA,US,Improved Forest Management (IFM) on Non-Federal U.S. Forestlands,Yes,"03: Good Health and Well-Being;06: Clean Water and Sanitation;09: Industry, Innovation and Infrastructure;13: Climate Action;15: Life on Land","S&A Carbon, LLC",www.efmi.com,,,,
2023-05-19,ACR734,Scott River Wildcat IFM Project,"EFM Investments & Advisory, Inc.",Forest Carbon,Version 1.3,No,No,2021,2023,6194,2135,4059,0,Etna,CALIFORNIA,US,Improved Forest Management (IFM) on Non-Federal U.S. Forestlands,,"03: Good Health and Well-Being;06: Clean Water and Sanitation;09: Industry, Innovation and Infrastructure;13: Climate Action;15: Life on Land","S&A Carbon, LLC",www.efmi.com,,,,
2023-05-19,ACR734,Scott River Wildcat IFM Project,"EFM Investments & Advisory, Inc.",Forest Carbon,Version 1.3,No,No,2021,2023,12252,12252,0,0,Etna,CALIFORNIA,US,Improved Forest Management (IFM) on Non-Federal U.S. Forestlands,Yes,"03: Good Health and Well-Being;06: Clean Water and Sanitation;09: Industry, Innovation and Infrastructure;13: Climate Action;15: Life on Land","S&A Carbon, LLC",www.efmi.com,,,,
2023-05-22,ACR519,Cold Hollow Carbon - Improved Forest Management Project,Vermont Forest Carbon LLC,Forest Carbon,Version 1.3,No,No,2022,2023,16963,16963,0,4936,"Orleans, Franklin, and Lamoille counties",VERMONT,US,Improved Forest Management (IFM) on Non-Federal U.S. Forestlands,,"03: Good Health and Well-Being;06: Clean Water and Sanitation;09: Industry, Innovation and Infrastructure;13: Climate Action;15: Life on Land",SCS Global Services (Scientific Certification Systems),,,,,
2023-05-22,ACR519,Cold Hollow Carbon - Improved Forest Management Project,Vermont Forest Carbon LLC,Forest Carbon,Version 1.3,No,No,2022,2023,5523,5523,0,0,"Orleans, Franklin, and Lamoille counties",VERMONT,US,Improved Forest Management (IFM) on Non-Federal U.S. Forestlands,Yes,"03: Good Health and Well-Being;06: Clean Water and Sanitation;09: Industry, Innovation and Infrastructure;13: Climate Action;15: Life on Land",SCS Global Services (Scientific Certification Systems),,,,,
2023-05-22,ACR519,Cold Hollow Carbon - Improved Forest Management Project,Vermont Forest Carbon LLC,Forest Carbon,Version 1.3,No,No,2021,2023,19129,19129,0,5567,"Orleans, Franklin, and Lamoille counties",VERMONT,US,Improved Forest Management (IFM) on Non-Federal U.S. Forestlands,,"03: Good Health and Well-Being;06: Clean Water and Sanitation;09: Industry, Innovation and Infrastructure;13: Climate Action;15: Life on Land",SCS Global Services (Scientific Certification Systems),,,,,
2023-05-22,ACR519,Cold Hollow Carbon - Improved Forest Management Project,Vermont Forest Carbon LLC,Forest Carbon,Version 1.3,No,No,2021,2023,6229,6229,0,0,"Orleans, Franklin, and Lamoille counties",VERMONT,US,Improved Forest Management (IFM) on Non-Federal U.S. Forestlands,Yes,"03: Good Health and Well-Being;06: Clean Water and Sanitation;09: Industry, Innovation and Infrastructure;13: Climate Action;15: Life on Land",SCS Global Services (Scientific Certification Systems),,,,,
2023-05-22,ACR800,CH4 -BWM Carbon Capture Project 2,CH4 Solutions LLC,Coal Mine Methane,2014-04-25 00:00:00,Yes,No,2022,2023,33888,33888,0,0,Jefferson County,ALABAMA,US,ARB Compliance Offset Protocol: Mine Methane Capture Projects,,"09: Industry, Innovation and Infrastructure;13: Climate Action","First Environment of California, Inc.",,,,,
2023-05-23,ACR588,Anew - Big Six Forestry Project,Blue Source,Forest Carbon,Version 1.3,No,No,2022,2023,27879,27879,0,0,Northern Maine,MAINE,US,Improved Forest Management (IFM) on Non-Federal U.S. Forestlands,Yes,"03: Good Health and Well-Being;06: Clean Water and Sanitation;09: Industry, Innovation and Infrastructure;13: Climate Action;15: Life on Land",Ruby Canyon Environment,,,,,
2023-05-23,ACR588,Anew - Big Six Forestry Project,Blue Source,Forest Carbon,Version 1.3,No,No,2022,2023,55924,55924,0,15085,Northern Maine,MAINE,US,Improved Forest Management (IFM) on Non-Federal U.S. Forestlands,,"03: Good Health and Well-Being;06: Clean Water and Sanitation;09: Industry, Innovation and Infrastructure;13: Climate Action;15: Life on Land",Ruby Canyon Environment,,,,,
2023-05-23,ACR588,Anew - Big Six Forestry Project,Blue Source,Forest Carbon,Version 1.3,No,No,2021,2023,17753,17753,0,0,Northern Maine,MAINE,US,Improved Forest Management (IFM) on Non-Federal U.S. Forestlands,Yes,"03: Good Health and Well-Being;06: Clean Water and Sanitation;09: Industry, Innovation and Infrastructure;13: Climate Action;15: Life on Land",Ruby Canyon Environment,,,,,
2023-05-23,ACR588,Anew - Big Six Forestry Project,Blue Source,Forest Carbon,Version 1.3,No,No,2021,2023,35610,35610,0,9605,Northern Maine,MAINE,US,Improved Forest Management (IFM) on Non-Federal U.S. Forestlands,,"03: Good Health and Well-Being;06: Clean Water and Sanitation;09: Industry, Innovation and Infrastructure;13: Climate Action;15: Life on Land",Ruby Canyon Environment,,,,,
2023-05-24,ACR242,Cambria 33 Abandoned Mine Methane Capture and Use Project,Vessels Carbon Solutions,Coal Mine Methane,2014-04-25 00:00:00,Yes,No,2022,2023,35423,35423,0,0,Ebensburg,PENNSYLVANIA,US,ARB Compliance Offset Protocol: Mine Methane Capture Projects,,"09: Industry, Innovation and Infrastructure;13: Climate Action","First Environment of California, Inc.",,,,,
2023-05-31,ACR269,Green Assets - HMWCF-II Avoided Conversion Project,169,Forest Carbon,2014-11-14 00:00:00,Yes,No,2022,2023,7795,6927,868,0,Crestview,FLORIDA,US,ARB Compliance Offset Protocol: U.S. Forest Projects,,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,"S&A Carbon, LLC",,,,,
2023-05-31,ACR505,Anew - Sharp Bingham Forestry Project,Blue Source,Forest Carbon,Version 1.3,No,No,2022,2023,4225,4225,0,0,Jackson County,ALABAMA,US,Improved Forest Management (IFM) on Non-Federal U.S. Forestlands,Yes,"03: Good Health and Well-Being;06: Clean Water and Sanitation;09: Industry, Innovation and Infrastructure;13: Climate Action;15: Life on Land",Ruby Canyon Environment,,,,,
2023-05-31,ACR505,Anew - Sharp Bingham Forestry Project,Blue Source,Forest Carbon,Version 1.3,No,No,2022,2023,6380,6380,0,1909,Jackson County,ALABAMA,US,Improved Forest Management (IFM) on Non-Federal U.S. Forestlands,,"03: Good Health and Well-Being;06: Clean Water and Sanitation;09: Industry, Innovation and Infrastructure;13: Climate Action;15: Life on Land",Ruby Canyon Environment,,,,,
2023-05-31,ACR505,Anew - Sharp Bingham Forestry Project,Blue Source,Forest Carbon,Version 1.3,No,No,2021,2023,5660,5660,0,0,Jackson County,ALABAMA,US,Improved Forest Management (IFM) on Non-Federal U.S. Forestlands,Yes,"03: Good Health and Well-Being;06: Clean Water and Sanitation;09: Industry, Innovation and Infrastructure;13: Climate Action;15: Life on Land",Ruby Canyon Environment,,,,,
2023-05-31,ACR505,Anew - Sharp Bingham Forestry Project,Blue Source,Forest Carbon,Version 1.3,No,No,2021,2023,8548,8548,0,2558,Jackson County,ALABAMA,US,Improved Forest Management (IFM) on Non-Federal U.S. Forestlands,,"03: Good Health and Well-Being;06: Clean Water and Sanitation;09: Industry, Innovation and Infrastructure;13: Climate Action;15: Life on Land",Ruby Canyon Environment,,,,,
2023-05-31,ACR767,Spray Foam Omega 4,"1st Climate Solutions DBA Brian R. Anderson, Inc.",Industrial Process Emissions,Version 3.0,No,No,2021,2023,804831,804831,0,0,"3315 E. Division St., Arlington",TEXAS,US,Transition to Advanced Formulation Blowing Agents in Foam Manufacturing and Use,,"03: Good Health and Well-Being;06: Clean Water and Sanitation;09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action","First Environment, Inc.",https://huntsmanbuildingsolutions.com/en-US/,,,,
2023-05-31,ACR839,Tradewater - Thailand 2,"Tradewater, LLC",Ozone Depleting Substances,Version 1.0,No,No,2023,2023,193364,193364,0,0,"965 Moo 2 Soi 3B Bangpoo Industrial Estate, Sukhumvit Rd Bangpoo Mai",Samut Prakan,TH,Destruction of Ozone Depleting Substances (ODS) from International Sources,,"03: Good Health and Well-Being;06: Clean Water and Sanitation;09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action;14: Life Below Water;15: Life on Land",GHD Limited,,,,,
2023-05-31,ACR886,Spray Foam Omega 4C,"1st Climate Solutions DBA Brian R. Anderson, Inc.",Industrial Process Emissions,Version 3.0,No,No,2021,2023,189460,189460,0,0,870 Boulevard du Cure-Boisbriand QC J7G 2A7 Canada,QUEBEC,CA,Transition to Advanced Formulation Blowing Agents in Foam Manufacturing and Use,,"03: Good Health and Well-Being;06: Clean Water and Sanitation;09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action","First Environment, Inc.",www.1stclimatesolutions.com,,,,
2023-06-02,ACR407,BMMC1,Environmental Commodities Corporation,Coal Mine Methane,2014-04-25 00:00:00,Yes,No,2023,2023,255190,255190,0,0,Cameron,WEST VIRGINIA,US,ARB Compliance Offset Protocol: Mine Methane Capture Projects,,"09: Industry, Innovation and Infrastructure;13: Climate Action","SES, Inc.",,,,,
2023-06-02,ACR519,Cold Hollow Carbon - Improved Forest Management Project,Vermont Forest Carbon LLC,Forest Carbon,Version 1.3,No,No,2022,2023,4936,4936,0,0,"Orleans, Franklin, and Lamoille counties",VERMONT,US,Improved Forest Management (IFM) on Non-Federal U.S. Forestlands,,"03: Good Health and Well-Being;06: Clean Water and Sanitation;09: Industry, Innovation and Infrastructure;13: Climate Action;15: Life on Land",SCS Global Services (Scientific Certification Systems),,,,,
2023-06-02,ACR519,Cold Hollow Carbon - Improved Forest Management Project,Vermont Forest Carbon LLC,Forest Carbon,Version 1.3,No,No,2021,2023,5567,5567,0,0,"Orleans, Franklin, and Lamoille counties",VERMONT,US,Improved Forest Management (IFM) on Non-Federal U.S. Forestlands,,"03: Good Health and Well-Being;06: Clean Water and Sanitation;09: Industry, Innovation and Infrastructure;13: Climate Action;15: Life on Land",SCS Global Services (Scientific Certification Systems),,,,,
2023-06-03,ACR754,Anew - Allagash Headwaters Forestry Project,Blue Source,Forest Carbon,Version 1.3,No,No,2022,2023,1718,1718,0,0,Piscataquis County,MAINE,US,Improved Forest Management (IFM) on Non-Federal U.S. Forestlands,Yes,"03: Good Health and Well-Being;06: Clean Water and Sanitation;09: Industry, Innovation and Infrastructure;13: Climate Action;15: Life on Land",Ruby Canyon Environment,,,,,
2023-06-03,ACR754,Anew - Allagash Headwaters Forestry Project,Blue Source,Forest Carbon,Version 1.3,No,No,2022,2023,2487,2487,0,757,Piscataquis County,MAINE,US,Improved Forest Management (IFM) on Non-Federal U.S. Forestlands,,"03: Good Health and Well-Being;06: Clean Water and Sanitation;09: Industry, Innovation and Infrastructure;13: Climate Action;15: Life on Land",Ruby Canyon Environment,,,,,
2023-06-03,ACR754,Anew - Allagash Headwaters Forestry Project,Blue Source,Forest Carbon,Version 1.3,No,No,2021,2023,23226,23226,0,0,Piscataquis County,MAINE,US,Improved Forest Management (IFM) on Non-Federal U.S. Forestlands,Yes,"03: Good Health and Well-Being;06: Clean Water and Sanitation;09: Industry, Innovation and Infrastructure;13: Climate Action;15: Life on Land",Ruby Canyon Environment,,,,,
2023-06-03,ACR754,Anew - Allagash Headwaters Forestry Project,Blue Source,Forest Carbon,Version 1.3,No,No,2021,2023,33622,33622,0,10233,Piscataquis County,MAINE,US,Improved Forest Management (IFM) on Non-Federal U.S. Forestlands,,"03: Good Health and Well-Being;06: Clean Water and Sanitation;09: Industry, Innovation and Infrastructure;13: Climate Action;15: Life on Land",Ruby Canyon Environment,,,,,
2023-06-03,ACR754,Anew - Allagash Headwaters Forestry Project,Blue Source,Forest Carbon,Version 1.3,No,Yes,2020,2023,10055,10055,0,0,Piscataquis County,MAINE,US,Improved Forest Management (IFM) on Non-Federal U.S. Forestlands,Yes,"03: Good Health and Well-Being;06: Clean Water and Sanitation;09: Industry, Innovation and Infrastructure;13: Climate Action;15: Life on Land",Ruby Canyon Environment,,,,,
2023-06-03,ACR754,Anew - Allagash Headwaters Forestry Project,Blue Source,Forest Carbon,Version 1.3,No,Yes,2020,2023,14554,14554,0,4430,Piscataquis County,MAINE,US,Improved Forest Management (IFM) on Non-Federal U.S. Forestlands,,"03: Good Health and Well-Being;06: Clean Water and Sanitation;09: Industry, Innovation and Infrastructure;13: Climate Action;15: Life on Land",Ruby Canyon Environment,,,,,
2023-06-08,ACR698,Anew - Katahdin Forestry Project,Blue Source,Forest Carbon,Version 1.3,No,No,2021,2023,355831,355831,0,0,Piscataquis and Penobscot Counties,MAINE,US,Improved Forest Management (IFM) on Non-Federal U.S. Forestlands,Yes,"03: Good Health and Well-Being;06: Clean Water and Sanitation;09: Industry, Innovation and Infrastructure;13: Climate Action;15: Life on Land",Ruby Canyon Environment,,,,,
