Project ID,Project Name,ARB ID,Project Developer,Verifier,Project Type,Voluntary Status,ARB Status,Project Site Location,Project Site State,Project Site Country,Additional Certifications/SDGs,Total Number of Credits Registered ,Methodology / Protocol,Project Notes,Project Website,ACR Source Data,Updated 11-1-23,Total Projects:,684
ACR373,Blue Source - Northwoods Improved Forest Management Project,CAFR5373,Blue Source,"S&A Carbon, LLC",Forest Carbon,,Listed - Active ARB Project,Hayward,WISCONSIN,US,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,499009.0,ARB Compliance Offset Protocol: U.S. Forest Projects,,,,,,
ACR374,Anew - Shafer-Tuuk Forestry Project,,Blue Source,SCS Global Services (Scientific Certification Systems),Forest Carbon,Registered,Not ARB Eligible,"White County, Tennessee",TENNESSEE,US,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,271561.0,Improved Forest Management (IFM) on Non-Federal U.S. Forestlands,,,,,,
ACR375,Anew - Hawk Mountain Forestry Project,,Blue Source,SCS Global Services (Scientific Certification Systems),Forest Carbon,Registered,Not ARB Eligible,"Drehersville, Pennsylvania",PENNSYLVANIA,US,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,221089.0,Improved Forest Management (IFM) on Non-Federal U.S. Forestlands,,,,,,
ACR376,Anew - Massachusetts Tri-City Forestry Project,,Blue Source,SCS Global Services (Scientific Certification Systems),Forest Carbon,Registered,Not ARB Eligible,"Hampden and Tolland Counties, Massachusetts",MASSACHUSETTS,US,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,538247.0,Improved Forest Management (IFM) on Non-Federal U.S. Forestlands,,,,,,
ACR377,Cappell Creek Improved Forest Management Project,,California Timberlands 2 LLC,Ruby Canyon Environment,Forest Carbon,,Transferred ARB Project,"Humboldt County, CA",CALIFORNIA,US,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,397743.0,ARB Compliance Offset Protocol: U.S. Forest Projects,,,,,,
ACR378,Lord Ellis Improved Forest Management Project,,277,,Forest Carbon,,Listed - Active ARB Project,Humboldt County,CALIFORNIA,US,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,384896.0,ARB Compliance Offset Protocol: U.S. Forest Projects,,,,,,
ACR379,Tradewater ODS 6,CAOD5379,"Tradewater, LLC",Ruby Canyon Environment,Ozone Depleting Substances,,ARB Completed,El Dorado,ARKANSAS,US,"09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action",120918.0,ARB Compliance Offset Protocol: Destruction of U.S. Ozone Depleting Substances Banks,,,,,,
ACR380,CIG Pilot Project 1 - Nitrogen Management Credit Program (NMCP) Project,,Bank of Montreal,"Environmental Services, Inc.",Agricultural Land Management,Completed,Not ARB Eligible,NCR,IOWA,US,02: Zero Hunger;06: Clean Water and Sanitation;13: Climate Action,70.0,N2O Emission Reductions through Reduced Use of Fertilizer on Agricultural Crops,,,,,,
ACR382,Re-Refining of Used Transformer Oil,,"Environmental Management of KC, LLC","First Environment, Inc.",Industrial Process Emissions,Registered,Not ARB Eligible,"Kansas City, KS",KANSAS,US,"09: Industry, Innovation and Infrastructure;13: Climate Action",117345.0,Reduction in Emissions from the Recycling of Transformer Oil,,http://www.emiofkc.com/,,,,
ACR383,Tradewater ODS 7,CAOD5383,"Tradewater, LLC","SES, Inc.",Ozone Depleting Substances,,ARB Completed,East Liverpool,OHIO,US,"09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action",138972.0,ARB Compliance Offset Protocol: Destruction of U.S. Ozone Depleting Substances Banks,,,,,,
ACR385,Tradewater ODS 8,CAOD5385,"Tradewater, LLC","SES, Inc.",Ozone Depleting Substances,,ARB Completed,East Liverpool,OHIO,US,"09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action",138331.0,ARB Compliance Offset Protocol: Destruction of U.S. Ozone Depleting Substances Banks,,,,,,
ACR386,Anew - Hudson Farm Forestry Project,,Blue Source,SCS Global Services (Scientific Certification Systems),Forest Carbon,Registered,Not ARB Eligible,"Andover, New Jersey",NEW JERSEY,US,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,229664.0,Improved Forest Management (IFM) on Non-Federal U.S. Forestlands,,,,,,
ACR387,Tradewater ODS 9,CAOD5387,"Tradewater, LLC","SES, Inc.",Ozone Depleting Substances,,ARB Completed,"East Liverpool, OH",OHIO,US,"09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action",129854.0,ARB Compliance Offset Protocol: Destruction of U.S. Ozone Depleting Substances Banks,,,,,,
ACR388,Corinth Abandoned Mine Methane Recovery Project,CAMM5244,Keyrock Energy LLC,"Agri-Waste Technology, Inc.",Coal Mine Methane,,Listed – Active ARB Project,Thompsonville,ILLINOIS,US,"09: Industry, Innovation and Infrastructure;13: Climate Action",865126.0,ARB Compliance Offset Protocol: Mine Methane Capture Projects,,,,,,
ACR389,Winston Creek Forest Carbon Project,,Port Blakely,"S&A Carbon, LLC",Forest Carbon,Registered,Not ARB Eligible,"Morton, Washington",WASHINGTON,US,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,952777.0,Improved Forest Management (IFM) on Non-Federal U.S. Forestlands,,,,,,
ACR390,Clean Fuel Partners Dane County Biodigester,CALS5390,"3Degrees Group, Inc.","Agri-Waste Technology, Inc.",Livestock Waste Management,,Listed - Active ARB Project,"6321 Cuba Valley Road, Dane County",WISCONSIN,US,"02: Zero Hunger;09: Industry, Innovation and Infrastructure;13: Climate Action",47847.0,ARB Compliance Offset Protocol: Capturing and Destroying Methane from Manure Management Systems,,,,,,
ACR391,Bluesource - Capitol Region Water Improved Forest Management Project,,Blue Source,,Forest Carbon,Canceled,Not ARB Eligible,Harrisburg,PENNSYLVANIA,US,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,,Improved Forest Management (IFM) on Non-Federal U.S. Forestlands,,,,,,
ACR392,Majestic Crossing Dairy Digester,CALS5392,"3Degrees Group, Inc.",,Livestock Waste Management,,Listed - Proposed Project,"N5854 Meadowlark Road, Sheboygan Falls",WISCONSIN,US,"02: Zero Hunger;09: Industry, Innovation and Infrastructure;13: Climate Action",,ARB Compliance Offset Protocol: Capturing and Destroying Methane from Manure Management Systems,,,,,,
ACR393,Blue Source - Wilderness Lakes Improved Forest Management Project,,Blue Source,"S&A Carbon, LLC",Forest Carbon,,Listed - Active ARB Project,L'Anse,MICHIGAN,US,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,174007.0,ARB Compliance Offset Protocol: U.S. Forest Projects,,,,,,
ACR394,Hiawatha Club Carbon Project,,The Nature Conservancy,"Aster Global Environmental Solutions, Inc.",Forest Carbon,Registered,Not ARB Eligible,East Stroudsburg,PENNSYLVANIA,US,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,30906.0,Improved Forest Management (IFM) on Non-Federal U.S. Forestlands,,,,,,
ACR395,Finite Carbon - MWF Ned Lake IFM,CAFR5395,Molpus Woodlands Group,"S&A Carbon, LLC",Forest Carbon,,Listed - Active ARB Project,Upper Peninsula,MICHIGAN,US,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,994759.0,ARB Compliance Offset Protocol: U.S. Forest Projects,,,,,,
ACR396,Finite Carbon - Cooper River IFM,,Finite Carbon Corporation,,Forest Carbon,,ARB Inactive,Wando,SOUTH CAROLINA,US,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,,ARB Compliance Offset Protocol: U.S. Forest Projects,,,,,,
ACR397,Forested Wetland Assimilation in the Mississippi Delta,,Tierra Resources LLC,,Wetland Restoration,Canceled,Not ARB Eligible,Luling,LOUISIANA,US,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,,Restoration of Degraded Deltaic Wetlands of the Mississippi Delta,,www.tierraresourcesllc.com,,,,
ACR398,Anew - Doe Mountain Forestry Project,,Blue Source,SCS Global Services (Scientific Certification Systems),Forest Carbon,Registered,Not ARB Eligible,"Johnson County, Tennessee",TENNESSEE,US,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,618997.0,Improved Forest Management (IFM) on Non-Federal U.S. Forestlands,,,,,,
ACR400,Perennial OSG-1 AMM Flare Project,CAMM5400,Perennial CMM LLC,,Coal Mine Methane,,ARB Inactive,Morgantown,WEST VIRGINIA,US,"09: Industry, Innovation and Infrastructure;13: Climate Action",,ARB Compliance Offset Protocol: Mine Methane Capture Projects,,,,,,
ACR401,Tradewater ODS 10,CAOD5401,"Tradewater, LLC","SES, Inc.",Ozone Depleting Substances,,ARB Completed,East Liverpool,OHIO,US,"09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action",137262.0,ARB Compliance Offset Protocol: Destruction of U.S. Ozone Depleting Substances Banks,,,,,,
ACR402,Perennial PRS-1 AMM Flare Project,CAMM5402,Perennial CMM LLC,,Coal Mine Methane,,ARB Inactive,Morgantown,WEST VIRGINIA,US,"09: Industry, Innovation and Infrastructure;13: Climate Action",,ARB Compliance Offset Protocol: Mine Methane Capture Projects,,,,,,
ACR403,Bluesource GCS Bear Canyon,CAMM5403,Blue Source,Dillon Consulting Limited,Coal Mine Methane,,Listed - Active ARB Project,"794 North C Canyon Road, East Carbon",UTAH,US,"09: Industry, Innovation and Infrastructure;13: Climate Action",103454.0,ARB Compliance Offset Protocol: Mine Methane Capture Projects,,,,,,
ACR404,Tradewater ODS 11,CAOD5404,"Tradewater, LLC","SES, Inc.",Ozone Depleting Substances,,ARB Completed,East Liverpool,OHIO,US,"09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action",118326.0,ARB Compliance Offset Protocol: Destruction of U.S. Ozone Depleting Substances Banks,,,,,,
ACR406,Finite Carbon - Lake Superior Timberlands IFM,,Molpus Woodlands Group,,Forest Carbon,,ARB Inactive,Houghton and Keweenaw Counties,MICHIGAN,US,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,,ARB Compliance Offset Protocol: U.S. Forest Projects,,,,,,
ACR407,BMMC1,CAMM5407,Environmental Commodities Corporation,"SES, Inc.",Coal Mine Methane,,Listed - Active ARB Project,Cameron,WEST VIRGINIA,US,"09: Industry, Innovation and Infrastructure;13: Climate Action",660758.0,ARB Compliance Offset Protocol: Mine Methane Capture Projects,,,,,,
ACR408,Castelanelli Bros Dairy Digester,,"Camco EAM, LLC","First Environment, Inc.",Livestock Waste Management,Completed,Not ARB Eligible,San Joaquin County,CALIFORNIA,US,"09: Industry, Innovation and Infrastructure;11: Sustainable Cities and Communities;13: Climate Action",11295.0,AMS-III.Y: Methane avoidance through separation of solids from wastewater or manure treatment systems,,,,,,
ACR409,Soil Carbon,,"Grupo Ecológico Sierra Gorda, I.A.P.",,Agricultural Land Management,Canceled,Not ARB Eligible,Various,CHIHUAHUA,MX,02: Zero Hunger;13: Climate Action,,Grazing Land and Livestock Management,,www.sierragorda.net,,,,
ACR410,Restoring Wetlands on California Department of Water Resources-Owned Areas of Twitchell and Sherman Islands,,California Department of Water Resources,SCS Global Services (Scientific Certification Systems),Wetland Restoration,Registered,Not ARB Eligible,Western Sacramento San-Joaquin Detla,CALIFORNIA,US,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,59552.0,Restoration of California Deltaic and Coastal Wetlands,,na,,,,
ACR411,Steuben County Bath Landfill GHG Offset Project,,"Steuben County DPW, Solid Waste Division","First Environment, Inc.",Landfill Gas Capture & Combustion,Registered,Not ARB Eligible,"The project is located in a rural area on 5642 Turnpike Road in the Town of Bath, New York in Steuben County.",NEW YORK,US,"09: Industry, Innovation and Infrastructure;11: Sustainable Cities and Communities;13: Climate Action",206613.0,Landfill Gas Destruction and Beneficial Use Projects,,www.steubencony.org,,,,
ACR412,Finite Carbon - CIRI Native Alaskan IFM,CAFR5412,"Cook Inlet Region, Inc.",,Forest Carbon,,ARB Inactive,Kenai Peninsula and Matanuska-Susitna Boroughs,ALASKA,US,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,,ARB Compliance Offset Protocol: U.S. Forest Projects,,,,,,
ACR413,Finite Carbon - Tyonek Native Alaskan IFM,,"Beach People, LLC",SCS Global Services (Scientific Certification Systems),Forest Carbon,,Listed - Active ARB Project,Kenai Peninsula Borough,ALASKA,US,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,1176746.0,ARB Compliance Offset Protocol: U.S. Forest Projects,,,,,,
ACR414,Quimby Island/Western Delta Wetlands Restoration,,"3Degrees Group, Inc.",,Wetland Restoration,Canceled,Not ARB Eligible,Contra Costa County,CALIFORNIA,US,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,,Restoration of California Deltaic and Coastal Wetlands,,,,,,
ACR415,N/a,,The Climate Trust,,Forest Carbon,Canceled,Not ARB Eligible,-,OREGON,US,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,,Improved Forest Management (IFM) on Non-Federal U.S. Forestlands,,,,,,
ACR416,Finite Carbon - Meriwether IFM,CAFR5416,Molpus Woodlands Group,Ruby Canyon Environment,Forest Carbon,,Listed - Active ARB Project,International Falls,MINNESOTA,US,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,3942011.0,ARB Compliance Offset Protocol: U.S. Forest Projects,,,,,,
ACR417,Bluesource - Baskahegan Improved Forest Management Project,CAFR5417,918,Ruby Canyon Environment,Forest Carbon,,Listed - Active ARB Project,Brookton,MAINE,US,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,1106117.0,ARB Compliance Offset Protocol: U.S. Forest Projects,,,,,,
ACR418,WMMC1,CAMM5418,Environmental Commodities Corporation,,Coal Mine Methane,,Listed - Active ARB Project,West Liberty,WEST VIRGINIA,US,"09: Industry, Innovation and Infrastructure;13: Climate Action",37904.0,ARB Compliance Offset Protocol: Mine Methane Capture Projects,,none,,,,
ACR419,Tradewater ODS 12,CAOD5419,"Tradewater, LLC","SES, Inc.",Ozone Depleting Substances,,ARB Completed,East Liverpool,OHIO,US,"09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action",132126.0,ARB Compliance Offset Protocol: Destruction of U.S. Ozone Depleting Substances Banks,,,,,,
ACR420,Finite Carbon - Sealaska 2 Native Alaskan IFM,CAFR5420,Sealaska Corporation,SCS Global Services (Scientific Certification Systems),Forest Carbon,,Listed - Active ARB Project,Southeast Alaska,ALASKA,US,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,2559626.0,ARB Compliance Offset Protocol: U.S. Forest Projects,,,,,,
ACR421,DLLT Wabassus IFM,,The Climate Trust,,Forest Carbon,Canceled,Not ARB Eligible,Washington County,MAINE,US,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,,Improved Forest Management (IFM) on Non-Federal U.S. Forestlands,,,,,,
ACR422,Wabassus DLLT IFM,,356,"Aster Global Environmental Solutions, Inc.",Forest Carbon,Registered,Not ARB Eligible,Washington County,MAINE,US,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,66196.0,Improved Forest Management (IFM) on Non-Federal U.S. Forestlands,,,,,,
ACR423,Forest Carbon Works Stewart Family Forest Project,,"Forest Carbon Works, PBC","S&A Carbon, LLC",Forest Carbon,,Listed - Active ARB Project,"Corbett, Oregon",OREGON,US,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,28048.0,ARB Compliance Offset Protocol: U.S. Forest Projects,,forestcarbonworks.org,,,,
ACR424,Albany Water Board - Improved Forest Management Project,,The Nature Conservancy,SCS Global Services (Scientific Certification Systems),Forest Carbon,Registered,Not ARB Eligible,Albany,NEW YORK,US,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,145697.0,Improved Forest Management (IFM) on Non-Federal U.S. Forestlands,,https://www.nature.org/ourinitiatives/regions/northamerica/unitedstates/newyork/lands-forests/forest-carbon-albany.xml,,,,
ACR425,Bluesource - Goldbelt Improved Forest Management Project,CAFR5425,Blue Source,"S&A Carbon, LLC",Forest Carbon,,Listed - Active ARB Project,Hobart Bay,ALASKA,US,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,480213.0,ARB Compliance Offset Protocol: U.S. Forest Projects,,,,,,
ACR426,Tradewater ODS 13,CAOD5426,"Tradewater, LLC",Ruby Canyon Environment,Ozone Depleting Substances,,ARB Completed,East Liverpool,OHIO,US,"09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action",140145.0,ARB Compliance Offset Protocol: Destruction of U.S. Ozone Depleting Substances Banks,,,,,,
ACR427,The Nature Conservancy - Upper St. John Forest IFM Project,,The Nature Conservancy,"S&A Carbon, LLC",Forest Carbon,,Listed - Active ARB Project,Somerset and Aroostook Counties,MAINE,US,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,1778538.0,ARB Compliance Offset Protocol: U.S. Forest Projects,,,,,,
ACR428,Finite Carbon - Huna Totem Native Alaskan IFM,CAFR5428,Huna Totem Corporation,SCS Global Services (Scientific Certification Systems),Forest Carbon,,Listed - Active ARB Project,Southeast Alaska,ALASKA,US,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,1028121.0,ARB Compliance Offset Protocol: U.S. Forest Projects,,,,,,
ACR429,Tradewater ODS 14,CAOD5429,"Tradewater, LLC",Ruby Canyon Environment,Ozone Depleting Substances,,ARB Completed,East Liverpool,OHIO,US,"09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action",141087.0,ARB Compliance Offset Protocol: Destruction of U.S. Ozone Depleting Substances Banks,,,,,,
ACR430,Pocosin Lakes National Wildlife Refuge Clayton Blocks Pocosin Restoration,,"The Nature Conservancy, North Carolina Chapter","Aster Global Environmental Solutions, Inc.",Wetland Restoration,Listed,Not ARB Eligible,Pocosin Lakes National Wildlife Refuge,NORTH CAROLINA,US,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,,Restoration of Pocosin Wetlands,,,,,,
