Project ID,Project Name,Project Developer,Project Type,Project Site State,Project Site Country,Additional Certification(s),Vintage,Deposit Date,Offset Credits Deposited,Offset Credits Released,Offset Credits Retired,Offset Credits Canceled,Offset Credits Canceled for ARB,Buffer Pool Balance,Year Effective,CAR Buffer Data,Updated 11-1-23,Total Buffer Pool:,782813
CAR648,Finite Carbon - Potlatch Moro Big Pine CE,"Potlatch Forest Holdings, Inc.",Improved Forest Management,AR,US,,2011,2013-05-10,7679,0,0,0,7679,0,2013,,,,
CAR648,Finite Carbon - Potlatch Moro Big Pine CE,"Potlatch Forest Holdings, Inc.",Improved Forest Management,AR,US,,2010,2013-05-10,11754,0,0,0,11754,0,2013,,,,
CAR648,Finite Carbon - Potlatch Moro Big Pine CE,"Potlatch Forest Holdings, Inc.",Improved Forest Management,AR,US,,2009,2013-05-10,9986,0,0,0,9986,0,2013,,,,
CAR648,Finite Carbon - Potlatch Moro Big Pine CE,"Potlatch Forest Holdings, Inc.",Improved Forest Management,AR,US,,2008,2013-05-10,6383,0,0,0,6383,0,2013,,,,
CAR648,Finite Carbon - Potlatch Moro Big Pine CE,"Potlatch Forest Holdings, Inc.",Improved Forest Management,AR,US,,2007,2013-05-10,20367,0,0,0,20367,0,2013,,,,
CAR648,Finite Carbon - Potlatch Moro Big Pine CE,"Potlatch Forest Holdings, Inc.",Improved Forest Management,AR,US,,2006,2013-05-10,1683,0,0,0,1683,0,2013,,,,
CAR655,Alder Stream Preserve,Northeast Wilderness Trust,Improved Forest Management,ME,US,,2013,2015-03-02,146,0,0,0,146,0,2015,,,,
CAR655,Alder Stream Preserve,Northeast Wilderness Trust,Improved Forest Management,ME,US,,2012,2015-03-02,146,0,0,0,146,0,2015,,,,
CAR655,Alder Stream Preserve,Northeast Wilderness Trust,Improved Forest Management,ME,US,,2011,2015-03-02,146,0,0,0,146,0,2015,,,,
CAR655,Alder Stream Preserve,Northeast Wilderness Trust,Improved Forest Management,ME,US,,2010,2015-03-02,146,0,0,0,146,0,2015,,,,
CAR655,Alder Stream Preserve,Northeast Wilderness Trust,Improved Forest Management,ME,US,,2009,2015-03-02,146,0,0,0,146,0,2015,,,,
CAR655,Alder Stream Preserve,Northeast Wilderness Trust,Improved Forest Management,ME,US,,2008,2015-03-02,146,0,0,0,146,0,2015,,,,
CAR655,Alder Stream Preserve,Northeast Wilderness Trust,Improved Forest Management,ME,US,,2007,2015-03-02,146,0,0,0,146,0,2015,,,,
CAR655,Alder Stream Preserve,Northeast Wilderness Trust,Improved Forest Management,ME,US,,2006,2015-03-02,6008,0,0,0,6008,0,2015,,,,
CAR657,Finite Carbon - Farm Cove Community Forest Project,Downeast Lakes Land Trust,Improved Forest Management,ME,US,,2013,2015-06-04,185,0,0,0,185,0,2015,,,,
CAR657,Finite Carbon - Farm Cove Community Forest Project,Downeast Lakes Land Trust,Improved Forest Management,ME,US,,2012,2015-06-04,7360,0,0,0,7360,0,2015,,,,
CAR657,Finite Carbon - Farm Cove Community Forest Project,Downeast Lakes Land Trust,Improved Forest Management,ME,US,,2011,2012-09-11,4508,0,0,0,4508,0,2012,,,,
CAR657,Finite Carbon - Farm Cove Community Forest Project,Downeast Lakes Land Trust,Improved Forest Management,ME,US,,2010,2012-09-11,39077,0,0,0,39077,0,2012,,,,
CAR658,Finite Carbon - Brosnan Forest,Norfolk Southern Railway Company,Improved Forest Management,SC,US,,2011,2013-10-14,2083,0,0,0,2083,0,2013,,,,
CAR658,Finite Carbon - Brosnan Forest,Norfolk Southern Railway Company,Improved Forest Management,SC,US,,2010,2013-10-14,60490,0,0,0,60490,0,2013,,,,
CAR659,Blue Source - Pungo River Forest Conservation Project,David Dicktel,Avoided Conversion,NC,US,,2020,2021-12-22,3077,0,0,0,0,3077,2021,,,,
CAR659,Blue Source - Pungo River Forest Conservation Project,David Dicktel,Avoided Conversion,NC,US,,2019,2020-05-05,3063,0,0,0,0,3063,2020,,,,
CAR659,Blue Source - Pungo River Forest Conservation Project,David Dicktel,Avoided Conversion,NC,US,,2018,2019-06-28,3050,0,0,0,0,3050,2019,,,,
CAR659,Blue Source - Pungo River Forest Conservation Project,David Dicktel,Avoided Conversion,NC,US,,2017,2018-08-03,3039,0,0,0,0,3039,2018,,,,
CAR659,Blue Source - Pungo River Forest Conservation Project,David Dicktel,Avoided Conversion,NC,US,,2016,2017-06-27,3025,0,0,0,0,3025,2017,,,,
CAR659,Blue Source - Pungo River Forest Conservation Project,David Dicktel,Avoided Conversion,NC,US,,2015,2016-12-10,2984,0,0,0,0,2984,2016,,,,
CAR659,Blue Source - Pungo River Forest Conservation Project,David Dicktel,Avoided Conversion,NC,US,,2014,2016-03-23,1,0,0,0,0,1,2016,,,,
CAR659,Blue Source - Pungo River Forest Conservation Project,David Dicktel,Avoided Conversion,NC,US,,2014,2015-07-16,669,0,0,0,669,0,2015,,,,
CAR659,Blue Source - Pungo River Forest Conservation Project,David Dicktel,Avoided Conversion,NC,US,,2013,2014-04-03,3447,3086,0,0,360,1,2014,,,,
CAR659,Blue Source - Pungo River Forest Conservation Project,David Dicktel,Avoided Conversion,NC,US,,2012,2013-06-12,500,0,0,0,499,1,2013,,,,
CAR659,Blue Source - Pungo River Forest Conservation Project,David Dicktel,Avoided Conversion,NC,US,,2011,2012-06-19,734,0,0,732,0,2,2012,,,,
CAR659,Blue Source - Pungo River Forest Conservation Project,David Dicktel,Avoided Conversion,NC,US,,2010,2012-06-19,3035,0,0,3035,0,0,2012,,,,
CAR659,Blue Source - Pungo River Forest Conservation Project,David Dicktel,Avoided Conversion,NC,US,,2009,2012-06-19,3685,0,0,3685,0,0,2012,,,,
CAR659,Blue Source - Pungo River Forest Conservation Project,David Dicktel,Avoided Conversion,NC,US,,2008,2012-06-19,2983,0,0,2983,0,0,2012,,,,
CAR659,Blue Source - Pungo River Forest Conservation Project,David Dicktel,Avoided Conversion,NC,US,,2007,2012-06-19,3647,0,0,3647,0,0,2012,,,,
CAR659,Blue Source - Pungo River Forest Conservation Project,David Dicktel,Avoided Conversion,NC,US,,2006,2012-06-19,3647,0,0,3647,0,0,2012,,,,
CAR659,Blue Source - Pungo River Forest Conservation Project,David Dicktel,Avoided Conversion,NC,US,,2005,2012-06-19,3647,0,0,3647,0,0,2012,,,,
CAR659,Blue Source - Pungo River Forest Conservation Project,David Dicktel,Avoided Conversion,NC,US,,2004,2014-04-08,3086,0,0,0,0,3086,2014,,,,
CAR659,Blue Source - Pungo River Forest Conservation Project,David Dicktel,Avoided Conversion,NC,US,,2004,2015-07-16,2220,0,0,0,0,2220,2015,,,,
CAR659,Blue Source - Pungo River Forest Conservation Project,David Dicktel,Avoided Conversion,NC,US,,2004,2012-06-19,7835,0,0,0,0,7835,2012,,,,
CAR659,Blue Source - Pungo River Forest Conservation Project,David Dicktel,Avoided Conversion,NC,US,,2004,2013-06-04,2969,0,0,0,0,2969,2013,,,,
CAR659,Blue Source - Pungo River Forest Conservation Project,David Dicktel,Avoided Conversion,NC,US,,2004,2015-05-20,670,670,0,0,0,0,2015,,,,
CAR659,Blue Source - Pungo River Forest Conservation Project,David Dicktel,Avoided Conversion,NC,US,,2004,2015-05-20,94,0,0,0,0,94,2015,,,,
CAR659,Blue Source - Pungo River Forest Conservation Project,David Dicktel,Avoided Conversion,NC,US,,2003,2012-06-19,34,0,0,0,0,34,2012,,,,
CAR660,Gualala River Forest,The Conservation Fund,Improved Forest Management,CA,US,,2014,2015-08-06,3174,0,0,0,3174,0,2015,,,,
CAR660,Gualala River Forest,The Conservation Fund,Improved Forest Management,CA,US,,2013,2014-08-20,150,0,0,0,150,0,2014,,,,
CAR660,Gualala River Forest,The Conservation Fund,Improved Forest Management,CA,US,,2012,2013-04-29,21700,0,0,0,21700,0,2013,,,,
CAR660,Gualala River Forest,The Conservation Fund,Improved Forest Management,CA,US,,2011,2012-08-16,16898,0,0,0,8954,7944,2012,,,,
CAR660,Gualala River Forest,"Coastal Ridges LLC, a California Limited Liability Company",Improved Forest Management,CA,US,,2010,2012-01-03,22857,0,0,0,4320,18537,2012,,,,
CAR660,Gualala River Forest,"Coastal Ridges LLC, a California Limited Liability Company",Improved Forest Management,CA,US,,2009,2012-01-03,21419,0,0,0,21419,0,2012,,,,
CAR660,Gualala River Forest,"Coastal Ridges LLC, a California Limited Liability Company",Improved Forest Management,CA,US,,2008,2012-01-03,20055,0,0,0,20055,0,2012,,,,
CAR660,Gualala River Forest,"Coastal Ridges LLC, a California Limited Liability Company",Improved Forest Management,CA,US,,2007,2012-01-03,1437,0,0,0,1437,0,2012,,,,
CAR661,Willits Woods,"Coastal Ridges LLC, a California Limited Liability Company",Improved Forest Management,CA,US,,2014,2015-04-01,36420,0,0,0,36420,0,2015,,,,
CAR661,Willits Woods,"Coastal Ridges LLC, a California Limited Liability Company",Improved Forest Management,CA,US,,2013,2014-03-11,33992,0,0,0,33992,0,2014,,,,
CAR661,Willits Woods,"Coastal Ridges LLC, a California Limited Liability Company",Improved Forest Management,CA,US,,2012,2013-04-10,34280,0,0,0,34280,0,2013,,,,
CAR661,Willits Woods,"Coastal Ridges LLC, a California Limited Liability Company",Improved Forest Management,CA,US,,2011,2012-06-12,34863,0,0,0,34863,0,2012,,,,
CAR661,Willits Woods,"Coastal Ridges LLC, a California Limited Liability Company",Improved Forest Management,CA,US,,2010,2012-06-12,32570,0,0,0,32570,0,2012,,,,
CAR661,Willits Woods,"Coastal Ridges LLC, a California Limited Liability Company",Improved Forest Management,CA,US,,2009,2012-06-12,30399,0,0,0,30399,0,2012,,,,
CAR661,Willits Woods,"Coastal Ridges LLC, a California Limited Liability Company",Improved Forest Management,CA,US,,2008,2012-06-12,28343,0,0,0,28343,0,2012,,,,
CAR661,Willits Woods,"Coastal Ridges LLC, a California Limited Liability Company",Improved Forest Management,CA,US,,2007,2012-06-12,26397,0,0,0,26397,0,2012,,,,
CAR661,Willits Woods,"Coastal Ridges LLC, a California Limited Liability Company",Improved Forest Management,CA,US,,2006,2012-06-12,24554,0,0,0,24554,0,2012,,,,
CAR661,Willits Woods,"Coastal Ridges LLC, a California Limited Liability Company",Improved Forest Management,CA,US,,2005,2012-06-12,22809,0,0,0,22809,0,2012,,,,
CAR661,Willits Woods,"Coastal Ridges LLC, a California Limited Liability Company",Improved Forest Management,CA,US,,2004,2012-06-12,9602,0,0,9602,0,0,2012,,,,
CAR672,Finite Carbon - NEFF,New England Forestry Foundation,Improved Forest Management,NH,US,,2019,2020-11-10,430,0,0,0,0,430,2020,,,,
CAR672,Finite Carbon - NEFF,New England Forestry Foundation,Improved Forest Management,NH,US,,2018,2020-11-10,430,0,0,0,0,430,2020,,,,
CAR672,Finite Carbon - NEFF,New England Forestry Foundation,Improved Forest Management,NH,US,,2017,2020-11-10,430,0,0,0,0,430,2020,,,,
CAR672,Finite Carbon - NEFF,New England Forestry Foundation,Improved Forest Management,NH,US,,2016,2020-11-10,430,0,0,0,0,430,2020,,,,
CAR672,Finite Carbon - NEFF,New England Forestry Foundation,Improved Forest Management,NH,US,,2015,2020-11-10,430,0,0,0,0,430,2020,,,,
CAR672,Finite Carbon - NEFF,New England Forestry Foundation,Improved Forest Management,NH,US,,2014,2020-11-10,1687,0,0,0,0,1687,2020,,,,
CAR672,Finite Carbon - NEFF,New England Forestry Foundation,Improved Forest Management,NH,US,,2013,2015-03-06,657,0,0,0,657,0,2015,,,,
CAR672,Finite Carbon - NEFF,New England Forestry Foundation,Improved Forest Management,NH,US,,2012,2015-03-06,657,0,0,0,657,0,2015,,,,
CAR672,Finite Carbon - NEFF,New England Forestry Foundation,Improved Forest Management,NH,US,,2011,2015-03-06,657,0,0,0,657,0,2015,,,,
CAR672,Finite Carbon - NEFF,New England Forestry Foundation,Improved Forest Management,NH,US,,2010,2015-03-06,657,0,0,0,657,0,2015,,,,
CAR672,Finite Carbon - NEFF,New England Forestry Foundation,Improved Forest Management,NH,US,,2009,2015-03-06,657,0,0,0,657,0,2015,,,,
CAR672,Finite Carbon - NEFF,New England Forestry Foundation,Improved Forest Management,NH,US,,2008,2015-03-06,657,0,0,0,657,0,2015,,,,
CAR672,Finite Carbon - NEFF,New England Forestry Foundation,Improved Forest Management,NH,US,,2007,2015-03-06,7939,0,0,0,7939,0,2015,,,,
CAR676,Blue Source - Pocosin Lakes Forest Conservation Project,W. Brinkley Melvin,Avoided Conversion,NC,US,,2017,2018-09-14,300,0,0,0,0,300,2018,,,,
CAR676,Blue Source - Pocosin Lakes Forest Conservation Project,W. Brinkley Melvin,Avoided Conversion,NC,US,,2016,2018-09-14,309,0,0,0,0,309,2018,,,,
CAR676,Blue Source - Pocosin Lakes Forest Conservation Project,W. Brinkley Melvin,Avoided Conversion,NC,US,,2015,2018-09-14,287,0,0,0,0,287,2018,,,,
CAR676,Blue Source - Pocosin Lakes Forest Conservation Project,W. Brinkley Melvin,Avoided Conversion,NC,US,,2014,2018-09-14,277,0,0,0,0,277,2018,,,,
CAR676,Blue Source - Pocosin Lakes Forest Conservation Project,W. Brinkley Melvin,Avoided Conversion,NC,US,,2013,2018-09-14,506,0,0,0,0,506,2018,,,,
CAR676,Blue Source - Pocosin Lakes Forest Conservation Project,W. Brinkley Melvin,Avoided Conversion,NC,US,,2012,2012-12-14,5263,0,0,5263,0,0,2012,,,,
CAR676,Blue Source - Pocosin Lakes Forest Conservation Project,W. Brinkley Melvin,Avoided Conversion,NC,US,,2012,2013-09-16,752,0,0,752,0,0,2013,,,,
CAR676,Blue Source - Pocosin Lakes Forest Conservation Project,W. Brinkley Melvin,Avoided Conversion,NC,US,,2011,2012-12-14,6157,0,0,6157,0,0,2012,,,,
CAR676,Blue Source - Pocosin Lakes Forest Conservation Project,W. Brinkley Melvin,Avoided Conversion,NC,US,,2010,2012-12-14,6157,0,0,6157,0,0,2012,,,,
CAR676,Blue Source - Pocosin Lakes Forest Conservation Project,W. Brinkley Melvin,Avoided Conversion,NC,US,,2009,2012-12-14,6157,0,0,6157,0,0,2012,,,,
CAR676,Blue Source - Pocosin Lakes Forest Conservation Project,W. Brinkley Melvin,Avoided Conversion,NC,US,,2008,2012-12-14,6157,0,0,6157,0,0,2012,,,,
CAR676,Blue Source - Pocosin Lakes Forest Conservation Project,W. Brinkley Melvin,Avoided Conversion,NC,US,,2007,2012-12-14,6157,0,0,6157,0,0,2012,,,,
CAR676,Blue Source - Pocosin Lakes Forest Conservation Project,W. Brinkley Melvin,Avoided Conversion,NC,US,,2006,2012-12-14,6157,0,0,6157,0,0,2012,,,,
CAR676,Blue Source - Pocosin Lakes Forest Conservation Project,W. Brinkley Melvin,Avoided Conversion,NC,US,,2005,2012-12-14,6157,0,0,6157,0,0,2012,,,,
CAR676,Blue Source - Pocosin Lakes Forest Conservation Project,W. Brinkley Melvin,Avoided Conversion,NC,US,,2004,2012-12-14,2932,0,0,0,0,2932,2012,,,,
CAR681,Howland Research Forest,Northeast Wilderness Trust,Improved Forest Management,ME,US,,2013,2015-03-13,199,0,0,0,199,0,2015,,,,
CAR681,Howland Research Forest,Northeast Wilderness Trust,Improved Forest Management,ME,US,,2012,2015-03-13,199,0,0,0,199,0,2015,,,,
CAR681,Howland Research Forest,Northeast Wilderness Trust,Improved Forest Management,ME,US,,2011,2015-03-13,199,0,0,0,199,0,2015,,,,
CAR681,Howland Research Forest,Northeast Wilderness Trust,Improved Forest Management,ME,US,,2010,2015-03-13,199,0,0,0,199,0,2015,,,,
CAR681,Howland Research Forest,Northeast Wilderness Trust,Improved Forest Management,ME,US,,2009,2015-03-13,199,0,0,0,199,0,2015,,,,
CAR681,Howland Research Forest,Northeast Wilderness Trust,Improved Forest Management,ME,US,,2008,2015-03-13,8388,0,0,0,8388,0,2015,,,,
CAR683,Blue Source - Francis Beidler Improved Forest Management Project,"National Audubon Society, Inc.",Improved Forest Management,SC,US,,2022,2023-04-13,2041,0,0,0,0,2041,2023,,,,
CAR683,Blue Source - Francis Beidler Improved Forest Management Project,"National Audubon Society, Inc.",Improved Forest Management,SC,US,,2021,2023-04-13,1016,0,0,0,0,1016,2023,,,,
CAR683,Blue Source - Francis Beidler Improved Forest Management Project,"National Audubon Society, Inc.",Improved Forest Management,SC,US,,2021,2022-02-11,1596,0,0,0,0,1596,2022,,,,
CAR683,Blue Source - Francis Beidler Improved Forest Management Project,"National Audubon Society, Inc.",Improved Forest Management,SC,US,,2020,2021-03-30,25052,0,0,0,0,25052,2021,,,,
CAR683,Blue Source - Francis Beidler Improved Forest Management Project,"National Audubon Society, Inc.",Improved Forest Management,SC,US,,2020,2022-02-11,794,0,0,0,0,794,2022,,,,
CAR683,Blue Source - Francis Beidler Improved Forest Management Project,"National Audubon Society, Inc.",Improved Forest Management,SC,US,,2019,2021-03-30,12526,0,0,0,0,12526,2021,,,,
CAR683,Blue Source - Francis Beidler Improved Forest Management Project,"National Audubon Society, Inc.",Improved Forest Management,SC,US,,2019,2019-12-23,1649,0,0,0,0,1649,2019,,,,
CAR683,Blue Source - Francis Beidler Improved Forest Management Project,"National Audubon Society, Inc.",Improved Forest Management,SC,US,,2018,2019-12-23,826,0,0,0,0,826,2019,,,,
CAR683,Blue Source - Francis Beidler Improved Forest Management Project,"National Audubon Society, Inc.",Improved Forest Management,SC,US,,2018,2018-12-24,1591,0,0,0,0,1591,2018,,,,
CAR683,Blue Source - Francis Beidler Improved Forest Management Project,"National Audubon Society, Inc.",Improved Forest Management,SC,US,,2017,2017-11-30,2949,0,0,1389,0,1560,2017,,,,
CAR683,Blue Source - Francis Beidler Improved Forest Management Project,"National Audubon Society, Inc.",Improved Forest Management,SC,US,,2017,2018-12-24,797,0,0,0,0,797,2018,,,,
CAR683,Blue Source - Francis Beidler Improved Forest Management Project,"National Audubon Society, Inc.",Improved Forest Management,SC,US,,2016,2016-10-31,1536,0,0,147,0,1389,2016,,,,
CAR683,Blue Source - Francis Beidler Improved Forest Management Project,"National Audubon Society, Inc.",Improved Forest Management,SC,US,,2016,2017-11-30,932,0,0,0,0,932,2017,,,,
CAR683,Blue Source - Francis Beidler Improved Forest Management Project,"National Audubon Society, Inc.",Improved Forest Management,SC,US,,2015,2015-12-09,1496,0,0,0,0,1496,2015,,,,
CAR683,Blue Source - Francis Beidler Improved Forest Management Project,"National Audubon Society, Inc.",Improved Forest Management,SC,US,,2015,2016-10-31,752,0,0,0,0,752,2016,,,,
CAR683,Blue Source - Francis Beidler Improved Forest Management Project,"National Audubon Society, Inc.",Improved Forest Management,SC,US,,2014,2015-12-09,748,0,0,0,0,748,2015,,,,
CAR683,Blue Source - Francis Beidler Improved Forest Management Project,"National Audubon Society, Inc.",Improved Forest Management,SC,US,,2014,2015-04-22,3376,0,0,0,0,3376,2015,,,,
CAR683,Blue Source - Francis Beidler Improved Forest Management Project,"National Audubon Society, Inc.",Improved Forest Management,SC,US,,2013,2015-04-22,2438,0,0,0,0,2438,2015,,,,
CAR683,Blue Source - Francis Beidler Improved Forest Management Project,"National Audubon Society, Inc.",Improved Forest Management,SC,US,,2012,2013-03-28,1968,0,0,0,0,1968,2013,,,,
CAR683,Blue Source - Francis Beidler Improved Forest Management Project,"National Audubon Society, Inc.",Improved Forest Management,SC,US,,2012,2015-04-22,345,0,0,0,0,345,2015,,,,
CAR683,Blue Source - Francis Beidler Improved Forest Management Project,"National Audubon Society, Inc.",Improved Forest Management,SC,US,,2011,2013-03-28,2164,0,0,0,0,2164,2013,,,,
CAR683,Blue Source - Francis Beidler Improved Forest Management Project,"National Audubon Society, Inc.",Improved Forest Management,SC,US,,2010,2013-03-28,2164,0,0,0,0,2164,2013,,,,
CAR683,Blue Source - Francis Beidler Improved Forest Management Project,"National Audubon Society, Inc.",Improved Forest Management,SC,US,,2009,2013-03-28,2164,0,0,0,2164,0,2013,,,,
CAR683,Blue Source - Francis Beidler Improved Forest Management Project,"National Audubon Society, Inc.",Improved Forest Management,SC,US,,2008,2013-03-28,2164,0,0,0,2164,0,2013,,,,
CAR683,Blue Source - Francis Beidler Improved Forest Management Project,"National Audubon Society, Inc.",Improved Forest Management,SC,US,,2007,2013-03-29,114813,0,0,0,114813,0,2013,,,,
CAR686,Virginia Conservation Forestry Program - Clifton Farm,The Nature Conservancy,Improved Forest Management,VA,US,,2014,2015-07-02,1467,0,0,0,0,1467,2015,,,,
CAR686,Virginia Conservation Forestry Program - Clifton Farm,The Nature Conservancy,Improved Forest Management,VA,US,,2013,2014-06-19,1428,0,0,0,0,1428,2014,,,,
CAR686,Virginia Conservation Forestry Program - Clifton Farm,The Nature Conservancy,Improved Forest Management,VA,US,,2012,2014-06-19,1390,0,0,0,0,1390,2014,,,,
CAR686,Virginia Conservation Forestry Program - Clifton Farm,The Nature Conservancy,Improved Forest Management,VA,US,,2011,2013-06-04,1328,0,0,0,1328,0,2013,,,,
CAR686,Virginia Conservation Forestry Program - Clifton Farm,The Nature Conservancy,Improved Forest Management,VA,US,,2010,2013-06-04,4044,0,0,0,4044,0,2013,,,,
CAR686,Virginia Conservation Forestry Program - Clifton Farm,The Nature Conservancy,Improved Forest Management,VA,US,,2009,2013-06-04,2204,0,0,0,2204,0,2013,,,,
CAR686,Virginia Conservation Forestry Program - Clifton Farm,The Nature Conservancy,Improved Forest Management,VA,US,,2008,2013-06-04,2574,0,0,0,2574,0,2013,,,,
CAR686,Virginia Conservation Forestry Program - Clifton Farm,The Nature Conservancy,Improved Forest Management,VA,US,,2006,2013-06-04,923,0,0,0,923,0,2013,,,,
CAR686,Virginia Conservation Forestry Program - Clifton Farm,The Nature Conservancy,Improved Forest Management,VA,US,,2005,2013-06-04,1696,0,0,0,1696,0,2013,,,,
CAR686,Virginia Conservation Forestry Program - Clifton Farm,The Nature Conservancy,Improved Forest Management,VA,US,,2004,2013-06-04,836,0,0,0,0,836,2013,,,,
CAR688,Noles North Avoided Conversion Forest Project,Michael A. Noles,Avoided Conversion,NC,US,,2020,2021-12-22,1235,0,0,0,0,1235,2021,,,,
CAR688,Noles North Avoided Conversion Forest Project,Michael A. Noles,Avoided Conversion,NC,US,,2019,2020-05-05,1233,0,0,0,0,1233,2020,,,,
CAR688,Noles North Avoided Conversion Forest Project,Michael A. Noles,Avoided Conversion,NC,US,,2018,2019-06-29,1230,0,0,0,0,1230,2019,,,,
CAR688,Noles North Avoided Conversion Forest Project,Michael A. Noles,Avoided Conversion,NC,US,,2017,2018-08-17,1195,0,0,0,0,1195,2018,,,,
CAR688,Noles North Avoided Conversion Forest Project,Michael A. Noles,Avoided Conversion,NC,US,,2016,2017-06-28,1228,0,0,0,0,1228,2017,,,,
CAR688,Noles North Avoided Conversion Forest Project,Michael A. Noles,Avoided Conversion,NC,US,,2015,2016-12-09,1220,0,0,0,0,1220,2016,,,,
CAR688,Noles North Avoided Conversion Forest Project,Michael A. Noles,Avoided Conversion,NC,US,,2010,2012-06-20,1276,0,0,1276,0,0,2012,,,,
CAR688,Noles North Avoided Conversion Forest Project,Michael A. Noles,Avoided Conversion,NC,US,,2009,2012-06-20,1275,0,0,1275,0,0,2012,,,,
CAR688,Noles North Avoided Conversion Forest Project,Michael A. Noles,Avoided Conversion,NC,US,,2008,2012-06-20,1275,0,0,1275,0,0,2012,,,,
CAR688,Noles North Avoided Conversion Forest Project,Michael A. Noles,Avoided Conversion,NC,US,,2007,2012-06-20,1275,0,0,1275,0,0,2012,,,,
CAR688,Noles North Avoided Conversion Forest Project,Michael A. Noles,Avoided Conversion,NC,US,,2006,2012-06-20,1275,0,0,1275,0,0,2012,,,,
CAR688,Noles North Avoided Conversion Forest Project,Michael A. Noles,Avoided Conversion,NC,US,,2005,2012-06-20,1275,0,0,1275,0,0,2012,,,,
CAR688,Noles North Avoided Conversion Forest Project,Michael A. Noles,Avoided Conversion,NC,US,,2004,2015-07-08,1219,0,0,0,0,1219,2015,,,,
CAR688,Noles North Avoided Conversion Forest Project,Michael A. Noles,Avoided Conversion,NC,US,,2004,2012-06-20,1275,0,0,0,0,1275,2012,,,,
CAR688,Noles North Avoided Conversion Forest Project,Michael A. Noles,Avoided Conversion,NC,US,,2003,2012-06-20,1766,0,0,0,0,1766,2012,,,,
CAR688,Noles North Avoided Conversion Forest Project,Michael A. Noles,Avoided Conversion,NC,US,,2002,2013-06-04,1254,0,0,0,0,1254,2013,,,,
CAR688,Noles North Avoided Conversion Forest Project,Michael A. Noles,Avoided Conversion,NC,US,,2002,2012-06-20,1980,0,0,0,0,1980,2012,,,,
CAR688,Noles North Avoided Conversion Forest Project,Michael A. Noles,Avoided Conversion,NC,US,,2002,2014-08-08,1219,0,0,0,0,1219,2014,,,,
CAR694,Lucchesi Tract,City of Arcata,Improved Forest Management,CA,US,,2019,2020-05-07,226,0,0,0,0,226,2020,,,,
CAR694,Lucchesi Tract,City of Arcata,Improved Forest Management,CA,US,,2018,2020-05-07,226,0,0,0,0,226,2020,,,,
CAR694,Lucchesi Tract,City of Arcata,Improved Forest Management,CA,US,,2016,2017-07-27,249,0,0,0,0,249,2017,,,,
CAR694,Lucchesi Tract,City of Arcata,Improved Forest Management,CA,US,,2015,2016-10-21,249,0,0,0,0,249,2016,,,,
CAR694,Lucchesi Tract,City of Arcata,Improved Forest Management,CA,US,,2014,2015-07-24,249,0,0,0,0,249,2015,,,,
CAR694,Lucchesi Tract,City of Arcata,Improved Forest Management,CA,US,,2013,2014-07-10,249,0,0,0,0,249,2014,,,,
CAR694,Lucchesi Tract,City of Arcata,Improved Forest Management,CA,US,,2012,2013-08-03,249,0,0,0,0,249,2013,,,,
CAR694,Lucchesi Tract,City of Arcata,Improved Forest Management,CA,US,,2011,2012-09-18,807,0,0,0,0,807,2012,,,,
CAR694,Lucchesi Tract,City of Arcata,Improved Forest Management,CA,US,,2010,2012-09-18,123,0,0,0,0,123,2012,,,,
CAR696,Virginia Conservation Forestry Program - Rich Mountain,The Nature Conservancy,Improved Forest Management,VA,US,,2014,2015-05-28,2094,0,0,0,0,2094,2015,,,,
CAR696,Virginia Conservation Forestry Program - Rich Mountain,The Nature Conservancy,Improved Forest Management,VA,US,,2013,2015-05-28,2027,0,0,0,0,2027,2015,,,,
CAR696,Virginia Conservation Forestry Program - Rich Mountain,The Nature Conservancy,Improved Forest Management,VA,US,,2012,2015-05-28,1960,0,0,0,0,1960,2015,,,,
CAR696,Virginia Conservation Forestry Program - Rich Mountain,The Nature Conservancy,Improved Forest Management,VA,US,,2011,2013-06-04,1818,0,0,0,1818,0,2013,,,,
CAR696,Virginia Conservation Forestry Program - Rich Mountain,The Nature Conservancy,Improved Forest Management,VA,US,,2011,2016-01-08,1520,0,0,0,1520,0,2016,,,,
CAR696,Virginia Conservation Forestry Program - Rich Mountain,The Nature Conservancy,Improved Forest Management,VA,US,,2011,2016-01-13,92,0,0,0,92,0,2016,,,,
CAR696,Virginia Conservation Forestry Program - Rich Mountain,The Nature Conservancy,Improved Forest Management,VA,US,,2010,2013-06-04,6606,0,0,3572,0,3034,2013,,,,
CAR696,Virginia Conservation Forestry Program - Rich Mountain,The Nature Conservancy,Improved Forest Management,VA,US,,2010,2016-01-13,1520,0,0,0,0,1520,2016,,,,
CAR696,Virginia Conservation Forestry Program - Rich Mountain,The Nature Conservancy,Improved Forest Management,VA,US,,2010,2016-01-08,92,0,0,0,0,92,2016,,,,
CAR696,Virginia Conservation Forestry Program - Rich Mountain,The Nature Conservancy,Improved Forest Management,VA,US,,2009,2013-06-04,3512,0,0,0,3512,0,2013,,,,
CAR696,Virginia Conservation Forestry Program - Rich Mountain,The Nature Conservancy,Improved Forest Management,VA,US,,2009,2016-01-08,179,0,0,0,179,0,2016,,,,
CAR696,Virginia Conservation Forestry Program - Rich Mountain,The Nature Conservancy,Improved Forest Management,VA,US,,2008,2013-06-04,2069,0,0,0,2069,0,2013,,,,
